num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_les,edad_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
4210,1,8,6,17,12,2,2,17,4,2,1,11,1981,1
4346,1,8,6,17,12,2,2,17,4,2,1,11,1981,1
5893,10,11,2,17,1,1,2,17,4,2,10,1,9999,1
1272,4,3,3,18,1,1,2,17,4,2,1,1,1992,1
2941,5,6,5,18,12,2,2,17,4,2,1,6,1995,1
4122,16,8,7,18,5,2,2,17,4,2,3,1,1998,3
4615,16,8,7,18,5,2,2,17,4,2,3,1,1998,3
3537,10,7,5,18,4,2,2,17,4,2,3,1,1988,1
884,14,2,6,18,19,2,2,17,4,2,3,5,1991,1
4966,11,9,5,18,21,1,2,17,4,2,4,1,9999,1
2869,31,5,7,19,5,2,2,17,4,2,3,3,9999,3
96,4,1,7,19,4,2,2,17,4,2,4,2,9999,2
2721,21,5,4,19,19,2,2,17,4,2,4,1,9999,1
623,3,2,2,19,11,1,2,17,4,2,4,99,9999,1
1840,6,4,1,19,17,2,2,17,4,2,4,99,9999,1
6377,15,12,2,19,8,2,2,17,4,2,7,3,9999,3
6386,15,12,2,19,8,2,2,17,4,2,7,3,9999,3
5323,2,10,5,19,1,2,2,17,4,2,7,6,1995,3
460,25,1,7,20,1,1,2,17,4,2,2,99,9999,1
5749,30,10,5,20,7,2,2,17,4,2,9,6,2008,2
5287,30,9,3,20,16,2,2,17,4,2,9,2,2006,1
1499,16,3,1,21,19,2,2,17,4,2,3,3,9999,1
4132,16,8,7,21,4,1,2,17,4,2,4,99,9999,2
4625,16,8,7,21,4,1,2,17,4,2,4,99,9999,2
2265,21,4,2,21,6,2,2,17,4,2,4,99,9999,1
6648,25,12,5,23,5,2,2,17,4,2,1,11,9999,2
2717,20,5,3,23,1,1,2,17,4,2,1,2,9999,1
5789,2,11,1,23,12,2,2,17,4,2,4,1,9999,2
2950,5,6,5,0,4,2,1,18,4,1,3,6,1998,1
5398,9,10,5,0,11,2,1,18,4,1,4,3,2007,4
1761,1,4,3,0,14,2,1,18,4,1,4,99,9999,4
1881,8,4,3,0,11,1,1,18,4,1,4,1,9999,1
2982,7,6,7,0,1,1,1,18,4,1,4,1,9999,1
1893,9,4,4,0,17,2,1,18,4,1,4,99,9999,1
3256,21,6,7,0,21,2,1,18,4,1,10,1,2007,1
4040,9,8,7,1,6,2,1,18,4,1,99,99,9999,2
4533,9,8,7,1,6,2,1,18,4,1,99,99,9999,2
4800,28,8,5,2,1,1,1,18,4,1,1,2,2008,2
4801,28,8,5,2,1,1,1,18,4,1,1,2,2008,2
2644,17,5,7,2,1,2,1,18,4,1,1,4,1989,2
3341,28,6,7,2,1,1,1,18,4,1,4,5,9999,1
773,8,2,7,3,3,2,1,18,4,1,2,5,1987,4
1628,23,3,1,3,1,1,1,18,4,1,7,2,9999,4
2132,16,4,4,4,12,2,1,18,4,1,3,99,9999,4
1439,14,3,6,4,12,2,1,18,4,1,3,2,9999,1
1209,1,3,7,5,1,1,1,18,4,1,1,99,9999,1
2140,17,4,5,5,21,2,1,18,4,1,3,4,2008,3
189,11,1,7,5,17,2,1,18,4,1,3,9,9999,3
6226,6,12,7,5,1,2,1,18,4,1,4,3,9999,1
1132,27,2,5,6,1,1,1,18,4,1,4,5,9999,1
3564,12,7,7,6,2,2,1,18,4,1,5,2,1987,3
1979,11,4,6,6,22,2,1,18,4,1,7,1,9999,3
1981,11,4,6,6,22,2,1,18,4,1,7,1,9999,3
3372,30,6,2,6,12,1,1,18,4,1,9,2,2006,1
3374,30,6,2,6,12,1,1,18,4,1,9,2,2006,1
3377,30,6,2,6,12,1,1,18,4,1,9,2,2006,1
6697,28,12,1,7,13,2,1,18,4,1,3,11,1988,3
6136,29,11,7,7,1,1,1,18,4,1,3,99,1983,3
227,13,1,2,7,17,2,1,18,4,1,3,99,9999,2
478,26,1,1,7,8,2,1,18,4,1,3,6,9999,1
4774,26,8,3,7,20,2,1,18,4,1,3,6,9999,1
4925,7,9,1,7,4,2,1,18,4,1,4,99,9999,4
3545,11,7,6,7,22,2,1,18,4,1,5,2,1999,1
1012,21,2,6,7,1,2,1,18,4,1,7,99,9999,1
416,23,1,5,7,10,1,1,18,4,1,9,3,2007,1
3798,28,7,2,8,12,2,1,18,4,1,3,2,9999,1
177,11,1,7,8,12,2,1,18,4,1,4,1,9999,1
1733,30,3,1,8,16,1,1,18,4,1,4,4,2005,1
6318,12,12,6,8,4,2,1,18,4,1,4,5,9999,1
5237,28,9,1,8,13,2,1,18,4,1,9,3,2006,1
3835,30,7,4,9,17,2,1,18,4,1,4,99,9999,1
5153,24,9,4,9,3,2,1,18,4,1,7,99,9999,1
5154,24,9,4,9,3,2,1,18,4,1,7,99,9999,1
4713,22,8,6,10,15,2,1,18,4,1,3,2,1985,4
2363,28,4,2,10,6,2,1,18,4,1,4,1,9999,1
1639,24,3,2,10,5,1,1,18,4,1,4,16,9999,1
985,21,2,6,10,10,1,1,18,4,1,10,1,2005,3
1341,8,3,7,11,2,2,1,18,4,1,1,2,9999,4
476,26,1,1,11,13,2,1,18,4,1,1,6,1992,1
1651,25,3,3,11,12,2,1,18,4,1,4,99,9999,1
6287,9,12,3,11,16,2,1,18,4,1,5,2,9999,2
5732,29,10,4,12,2,2,1,18,4,1,4,5,9999,1
5027,15,9,2,13,19,2,1,18,4,1,1,99,9999,1
3223,19,6,5,13,12,2,1,18,4,1,3,5,1994,4
6244,6,12,7,13,13,2,1,18,4,1,3,4,1992,3
5777,1,11,7,13,5,2,1,18,4,1,3,5,1986,1
5665,23,10,5,13,13,2,1,18,4,1,3,6,9999,1
5666,23,10,5,13,13,2,1,18,4,1,3,6,9999,1
5725,29,10,4,13,19,2,1,18,4,1,4,3,9999,1
993,21,2,6,13,4,2,1,18,4,1,4,4,2008,1
2284,23,4,4,13,16,1,1,18,4,1,4,5,9999,1
1035,22,2,7,13,16,2,1,18,4,1,5,7,1992,3
4897,5,9,6,13,1,2,1,18,4,1,9,3,9999,2
6158,30,11,1,14,19,2,1,18,4,1,1,1,9999,1
1112,24,2,2,14,16,2,1,18,4,1,1,5,2002,1
4791,27,8,4,14,1,1,1,18,4,1,2,4,9999,1
3939,5,8,3,14,22,2,1,18,4,1,3,99,9999,2
4296,5,8,3,14,22,2,1,18,4,1,3,99,9999,2
4432,5,8,3,14,22,2,1,18,4,1,3,99,9999,2
3935,4,8,2,14,14,2,1,18,4,1,4,3,2009,2
4292,4,8,2,14,14,2,1,18,4,1,4,3,2009,2
4428,4,8,2,14,14,2,1,18,4,1,4,3,2009,2
5400,9,10,5,14,14,2,1,18,4,1,4,3,2007,1
6511,19,12,6,14,1,2,1,18,4,1,7,2,1983,4
2486,5,5,2,14,12,2,1,18,4,1,9,2,9999,1
4073,12,8,3,15,9,2,1,18,4,1,1,3,1985,1
4566,12,8,3,15,9,2,1,18,4,1,1,3,1985,1
3880,2,8,7,15,10,2,1,18,4,1,3,1,9999,3
4237,2,8,7,15,10,2,1,18,4,1,3,1,9999,3
4373,2,8,7,15,10,2,1,18,4,1,3,1,9999,3
4852,1,9,2,15,12,2,1,18,4,1,3,1,1993,2
25,1,1,4,15,10,2,1,18,4,1,3,99,9999,2
982,21,2,6,15,5,1,1,18,4,1,4,1,1984,1
2193,19,4,7,15,1,1,1,18,4,1,4,1,2007,1
2645,17,5,7,15,21,1,1,18,4,1,4,1,9999,1
333,17,1,6,15,10,1,1,18,4,1,4,3,9999,1
334,17,1,6,15,10,1,1,18,4,1,4,3,9999,1
3350,28,6,7,15,4,1,1,18,4,1,4,5,9999,1
2864,30,5,6,15,4,2,1,18,4,1,4,99,9999,1
2079,12,4,7,15,1,2,1,18,4,1,10,1,2006,3
667,4,2,3,15,16,1,1,18,4,1,10,1,1985,1
2356,27,4,1,15,2,1,1,18,4,1,14,1,2007,1
34,1,1,4,16,11,2,1,18,4,1,3,1,1986,3
3471,6,7,1,16,14,2,1,18,4,1,3,99,9999,1
4753,24,8,1,16,9,1,1,18,4,1,4,1,2008,1
3115,14,6,7,16,13,2,1,18,4,1,4,3,9999,1
6647,25,12,5,16,19,2,1,18,4,1,4,4,9999,1
2937,5,6,5,16,11,1,1,18,4,1,10,1,9999,1
3031,11,6,4,17,20,2,1,18,4,1,3,99,9999,3
1700,28,3,6,17,18,2,1,18,4,1,4,99,9999,4
5527,17,10,6,17,21,2,1,18,4,1,4,7,2001,1
2891,1,5,1,17,16,2,1,18,4,1,10,1,2007,1
5992,22,11,7,17,1,1,1,18,4,1,14,1,2006,3
621,3,2,2,18,22,2,1,18,4,1,3,99,9999,3
4903,5,9,6,18,10,2,1,18,4,1,4,5,2007,1
2394,1,5,5,18,16,2,1,18,4,1,5,2,9999,4
2400,1,5,5,18,16,2,1,18,4,1,5,2,9999,4
581,1,2,7,18,6,2,1,18,4,1,14,99,9999,1
845,13,2,5,19,1,1,1,18,4,1,1,3,9999,1
2872,31,5,7,19,5,2,1,18,4,1,3,3,9999,3
1301,7,3,6,19,15,2,1,18,4,1,3,99,9999,1
5629,21,10,3,19,10,2,1,18,4,1,3,99,9999,1
5631,21,10,3,19,10,2,1,18,4,1,3,99,9999,1
5962,19,11,4,19,1,1,1,18,4,1,4,5,9999,4
95,4,1,7,19,4,2,1,18,4,1,4,2,9999,2
97,4,1,7,19,4,2,1,18,4,1,4,2,9999,2
1878,8,4,3,19,5,2,1,18,4,1,4,1,9999,1
2933,5,6,5,19,1,2,1,18,4,1,4,2,2005,1
6403,15,12,2,19,8,2,1,18,4,1,7,3,9999,3
3662,18,7,6,20,9,2,1,18,4,1,3,3,9999,1
347,18,1,7,20,20,1,1,18,4,1,4,1,2007,1
4103,15,8,6,20,11,2,1,18,4,1,4,1,9999,1
4596,15,8,6,20,11,2,1,18,4,1,4,1,9999,1
5983,21,11,6,20,14,1,1,18,4,1,4,5,2007,1
2106,13,4,1,20,2,2,1,18,4,1,4,99,9999,1
4104,15,8,6,20,11,2,1,18,4,1,4,99,9999,1
4105,15,8,6,20,11,2,1,18,4,1,4,99,9999,1
4597,15,8,6,20,11,2,1,18,4,1,4,99,9999,1
4598,15,8,6,20,11,2,1,18,4,1,4,99,9999,1
6011,22,11,7,20,17,2,1,18,4,1,4,99,9999,1
5391,7,10,3,21,20,2,1,18,4,1,3,2,9999,2
4822,29,8,6,21,13,2,1,18,4,1,4,99,9999,4
5935,17,11,2,21,16,1,1,18,4,1,4,1,2007,1
2653,17,5,7,21,5,2,1,18,4,1,4,4,9999,1
2823,26,5,2,21,2,2,1,18,4,1,5,99,9999,4
1294,7,3,6,22,9,2,1,18,4,1,1,99,9999,2
4023,8,8,6,22,10,2,1,18,4,1,1,4,9999,1
4516,8,8,6,22,10,2,1,18,4,1,1,4,9999,1
5974,20,11,5,22,6,2,1,18,4,1,3,1,9999,3
3578,13,7,1,22,9,1,1,18,4,1,4,5,9999,4
1458,15,3,7,22,5,1,1,18,4,1,4,1,9999,2
405,22,1,4,22,20,2,1,18,4,1,4,1,9999,1
3474,7,7,2,22,1,1,1,18,4,1,4,1,9999,1
3997,7,8,5,22,10,2,1,18,4,1,5,99,9999,1
4490,7,8,5,22,10,2,1,18,4,1,5,99,9999,1
440,24,1,6,22,17,2,1,18,4,1,6,2,9999,1
839,12,2,4,22,5,2,1,18,4,1,9,99,9999,1
5736,30,10,5,23,1,1,1,18,4,1,1,3,9999,1
5737,30,10,5,23,1,1,1,18,4,1,1,3,9999,1
1279,4,3,3,23,1,1,1,18,4,1,1,4,2009,1
5788,2,11,1,23,12,2,1,18,4,1,4,1,9999,2
1822,6,4,1,0,1,1,2,18,4,1,1,5,9999,1
3858,1,8,6,0,9,1,2,18,4,1,3,9,1998,1
4215,1,8,6,0,9,1,2,18,4,1,3,9,1998,1
4351,1,8,6,0,9,1,2,18,4,1,3,9,1998,1
870,14,2,6,1,1,2,2,18,4,1,1,2,9999,1
1433,14,3,6,1,10,2,2,18,4,1,3,1,1987,1
2260,21,4,2,5,2,2,2,18,4,1,7,99,9999,3
2012,11,4,6,6,22,2,2,18,4,1,7,1,9999,3
3379,30,6,2,6,12,1,2,18,4,1,9,2,2006,1
3381,30,6,2,6,12,1,2,18,4,1,9,2,2006,1
6187,2,12,3,6,10,2,2,18,4,1,12,1,1996,1
1944,10,4,5,8,7,2,2,18,4,1,3,2,9999,3
3807,28,7,2,8,12,2,2,18,4,1,3,2,9999,1
1330,8,3,7,8,22,1,2,18,4,1,7,9,9999,4
6167,1,12,2,8,1,1,2,18,4,1,14,1,9999,3
3395,3,7,5,9,1,2,2,18,4,1,3,5,9999,4
5162,24,9,4,9,3,2,2,18,4,1,7,99,9999,1
5163,24,9,4,9,3,2,2,18,4,1,7,99,9999,1
5072,18,9,5,9,10,2,2,18,4,1,10,1,9999,1
30,1,1,4,10,11,2,2,18,4,1,3,6,9999,3
268,14,1,3,10,4,2,2,18,4,1,7,2,1989,1
6650,25,12,5,10,18,2,2,18,4,1,8,5,9999,3
4076,12,8,3,11,16,2,2,18,4,1,3,5,9999,3
4569,12,8,3,11,16,2,2,18,4,1,3,5,9999,3
6289,9,12,3,11,16,2,2,18,4,1,5,2,9999,2
257,14,1,3,12,11,2,2,18,4,1,4,13,2003,1
3085,12,6,5,12,5,1,2,18,4,1,4,99,9999,1
3289,23,6,2,12,7,2,2,18,4,1,5,2,2002,1
6243,6,12,7,13,13,2,2,18,4,1,3,4,1992,3
702,5,2,4,13,1,2,2,18,4,1,7,7,9999,1
4929,7,9,1,13,16,2,2,18,4,1,9,99,9999,3
4930,7,9,1,13,16,2,2,18,4,1,9,99,9999,3
4933,7,9,1,13,16,2,2,18,4,1,9,99,9999,3
4934,7,9,1,13,16,2,2,18,4,1,9,99,9999,3
6612,23,12,3,13,20,2,2,18,4,1,10,1,2008,1
5840,6,11,5,14,22,2,2,18,4,1,1,1,1990,1
1174,1,3,7,14,1,1,2,18,4,1,1,3,1995,1
4879,2,9,3,14,14,2,2,18,4,1,3,7,1982,3
2596,12,5,2,14,5,2,2,18,4,1,4,1,9999,1
3415,3,7,5,14,14,2,2,18,4,1,9,3,2008,3
3391,1,7,3,14,4,1,2,18,4,1,10,99,9999,3
1511,17,3,2,14,18,1,2,18,4,1,99,99,9999,2
5627,21,10,3,15,10,1,2,18,4,1,4,99,9999,4
3970,6,8,4,15,2,2,2,18,4,1,7,2,1993,1
4327,6,8,4,15,2,2,2,18,4,1,7,2,1993,1
4463,6,8,4,15,2,2,2,18,4,1,7,2,1993,1
3195,19,6,5,16,13,2,2,18,4,1,4,5,2004,1
5523,16,10,5,16,7,2,2,18,4,1,4,99,9999,1
2501,5,5,2,16,1,2,2,18,4,1,9,99,9999,1
2327,26,4,7,17,14,2,2,18,4,1,3,5,1987,4
1521,17,3,2,17,10,2,2,18,4,1,3,5,9999,3
4070,12,8,3,17,9,2,2,18,4,1,3,14,1983,2
4563,12,8,3,17,9,2,2,18,4,1,3,14,1983,2
2282,23,4,4,17,14,2,2,18,4,1,3,99,9999,2
5635,21,10,3,17,12,2,2,18,4,1,3,99,9999,2
44,1,1,4,17,9,2,2,18,4,1,3,1,9999,1
5932,17,11,2,17,22,1,2,18,4,1,4,1,2008,1
2994,8,6,1,17,17,2,2,18,4,1,4,99,9999,1
5829,5,11,4,17,11,2,2,18,4,1,7,99,9999,1
3107,14,6,7,17,5,2,2,18,4,1,9,2,2007,3
1669,26,3,4,18,21,2,2,18,4,1,3,99,9999,3
1670,26,3,4,18,21,2,2,18,4,1,3,99,9999,3
5670,23,10,5,18,17,1,2,18,4,1,4,4,9999,4
3550,11,7,6,18,12,2,2,18,4,1,4,5,9999,1
3277,22,6,1,18,7,1,2,18,4,1,10,1,2008,1
386,21,1,3,19,1,1,2,18,4,1,1,7,9999,1
2871,31,5,7,19,5,2,2,18,4,1,3,3,9999,3
5908,12,11,4,19,19,2,2,18,4,1,4,3,9999,1
5321,2,10,5,19,1,2,2,18,4,1,7,6,1995,3
5930,16,11,1,20,10,1,2,18,4,1,14,1,2005,3
3644,17,7,5,21,1,1,2,18,4,1,4,7,9999,1
153,10,1,6,22,11,2,2,18,4,1,1,3,9999,2
2775,24,5,6,22,1,1,2,18,4,1,3,7,9999,3
2448,3,5,7,22,10,1,2,18,4,1,5,99,9999,1
1143,27,2,5,22,6,2,2,18,4,1,11,2,9999,1
5735,30,10,5,23,1,1,2,18,4,1,1,3,9999,1
2817,25,5,1,23,12,2,2,18,4,1,1,99,9999,1
6644,25,12,5,999,1,1,1,19,4,1,4,2,2006,1
681,5,2,4,0,13,2,1,19,4,1,1,3,1995,2
994,21,2,6,0,1,1,1,19,4,1,1,2,1967,1
3459,6,7,1,0,1,1,1,19,4,1,1,5,9999,1
1932,10,4,5,0,12,2,1,19,4,1,3,1,9999,4
5843,6,11,5,0,6,2,1,19,4,1,3,1,9999,1
2401,1,5,5,0,2,2,1,19,4,1,3,5,9999,1
6355,15,12,2,0,12,1,1,19,4,1,4,99,9999,2
151,10,1,6,0,10,2,1,19,4,1,4,1,2008,1
1892,9,4,4,0,17,2,1,19,4,1,4,5,9999,1
1693,28,3,6,1,1,1,1,19,4,1,1,1,9999,2
3418,4,7,6,1,1,1,1,19,4,1,1,2,9999,2
3683,20,7,1,1,9,1,1,19,4,1,1,3,2005,1
3234,20,6,6,1,3,2,1,19,4,1,4,6,2008,4
5066,18,9,5,1,1,1,1,19,4,1,4,5,9999,2
350,18,1,7,1,5,2,1,19,4,1,4,99,9999,1
200,12,1,1,1,10,2,1,19,4,1,5,2,9999,2
5836,6,11,5,2,1,1,1,19,4,1,1,1,9999,2
5508,15,10,4,2,14,2,1,19,4,1,5,2,9999,4
1446,14,3,6,3,1,1,1,19,4,1,2,5,1998,1
2781,24,5,7,3,10,2,1,19,4,1,4,99,2006,1
3764,26,7,7,4,1,1,1,19,4,1,2,1,1996,1
6652,25,12,5,4,17,2,1,19,4,1,4,1,9999,1
6498,18,12,5,4,1,1,1,19,4,1,4,5,9999,1
6499,18,12,5,4,1,1,1,19,4,1,4,5,9999,1
1743,30,3,1,4,10,2,1,19,4,1,7,1,1992,1
614,2,2,1,4,2,2,1,19,4,1,9,99,2005,3
803,11,2,3,5,1,1,1,19,4,1,1,1,9999,2
1208,1,3,7,5,1,1,1,19,4,1,3,2,9999,1
1843,6,4,1,6,7,2,1,19,4,1,3,10,9999,3
2418,1,5,5,6,1,1,1,19,4,1,3,3,2009,1
3373,30,6,2,6,12,1,1,19,4,1,9,2,2006,1
3375,30,6,2,6,12,1,1,19,4,1,9,2,2006,1
6137,29,11,7,7,1,1,1,19,4,1,3,99,1983,3
1442,14,3,6,7,18,2,1,19,4,1,3,2,9999,1
142,9,1,5,7,7,2,1,19,4,1,7,9,1989,1
2918,3,6,3,7,1,1,1,19,4,1,7,99,9999,1
1945,10,4,5,8,7,2,1,19,4,1,3,2,9999,3
3527,10,7,5,8,14,2,1,19,4,1,3,6,1975,3
5654,22,10,4,8,13,1,1,19,4,1,4,5,9999,2
317,16,1,5,8,7,2,1,19,4,1,4,99,9999,1
2853,29,5,5,8,11,1,1,19,4,1,4,99,2008,1
1827,6,4,1,8,16,2,1,19,4,1,5,99,9999,4
1831,6,4,1,8,16,2,1,19,4,1,5,99,9999,4
4863,2,9,3,8,19,2,1,19,4,1,11,2,2004,1
5954,18,11,3,9,9,1,1,19,4,1,1,2,2001,1
5884,8,11,7,9,14,2,1,19,4,1,3,2,9999,4
4763,24,8,1,9,6,2,1,19,4,1,3,99,9999,3
1770,2,4,4,9,13,2,1,19,4,1,4,4,9999,1
772,8,2,7,9,4,2,1,19,4,1,4,5,2008,1
2383,1,5,5,9,5,2,1,19,4,1,4,5,9999,1
3323,27,6,6,9,1,1,1,19,4,1,10,1,9999,4
2843,28,5,4,10,15,1,1,19,4,1,4,5,9999,1
6195,3,12,4,10,1,1,1,19,4,1,4,5,9999,1
1745,30,3,1,10,2,2,1,19,4,1,11,99,9999,1
5330,2,10,5,11,12,2,1,19,4,1,4,3,9999,1
1726,29,3,7,12,13,2,1,19,4,1,3,5,9999,3
2985,8,6,1,12,1,1,1,19,4,1,4,1,9999,1
5816,3,11,2,12,1,1,1,19,4,1,4,1,9999,1
1605,22,3,7,12,19,1,1,19,4,1,4,2,1998,1
5679,24,10,6,12,1,1,1,19,4,1,4,5,9999,1
599,1,2,7,12,14,2,1,19,4,1,9,2,2006,1
2713,19,5,2,12,21,1,1,19,4,1,10,1,2004,1
6615,23,12,3,12,10,2,1,19,4,1,11,2,2006,1
6242,6,12,7,13,13,2,1,19,4,1,3,4,1992,3
5664,23,10,5,13,13,2,1,19,4,1,3,6,9999,1
435,24,1,6,13,9,1,1,19,4,1,4,5,2000,1
5988,21,11,6,13,3,2,1,19,4,1,6,1,9999,3
1850,6,4,1,13,1,1,1,19,4,1,7,3,1990,1
5403,9,10,5,14,14,2,1,19,4,1,4,1,2006,1
5401,9,10,5,14,14,2,1,19,4,1,4,3,2007,1
5924,14,11,6,14,1,1,1,19,4,1,4,99,9999,1
6485,17,12,4,14,14,2,1,19,4,1,5,2,9999,3
6465,17,12,4,14,1,2,1,19,4,1,7,2,9999,1
4817,28,8,5,14,1,1,1,19,4,1,8,1,9999,1
1818,5,4,7,14,18,1,1,19,4,1,10,1,9999,4
3001,9,6,2,15,10,2,1,19,4,1,3,9,1999,2
2580,11,5,1,15,3,2,1,19,4,1,3,1,9999,1
6065,25,11,3,15,2,2,1,19,4,1,3,6,9999,1
1074,23,2,1,15,1,1,1,19,4,1,4,1,2008,1
1601,21,3,6,15,18,2,1,19,4,1,4,1,1981,1
5723,29,10,4,15,1,1,1,19,4,1,4,1,9999,1
2637,16,5,6,15,13,2,1,19,4,1,4,99,9999,1
6671,27,12,7,16,1,1,1,19,4,1,2,9,9999,1
1407,13,3,5,16,1,2,1,19,4,1,3,99,9999,3
2630,15,5,5,16,19,1,1,19,4,1,3,4,2008,2
1284,6,3,5,16,1,2,1,19,4,1,3,2,1994,1
2226,20,4,1,16,5,1,1,19,4,1,4,3,9999,4
2065,11,4,6,16,16,2,1,19,4,1,4,1,9999,1
3747,25,7,6,16,13,2,1,19,4,1,4,1,9999,1
6646,25,12,5,16,19,2,1,19,4,1,4,4,9999,1
3091,13,6,6,16,19,2,1,19,4,1,5,2,9999,2
336,17,1,6,16,2,2,1,19,4,1,5,2,1993,1
6754,30,12,3,16,16,2,1,19,4,1,9,2,1988,1
6755,30,12,3,16,16,2,1,19,4,1,9,2,1988,1
5446,12,10,1,16,10,2,1,19,4,1,12,7,1988,3
5450,12,10,1,16,10,2,1,19,4,1,12,7,1988,3
1444,14,3,6,17,17,2,1,19,4,1,4,99,9999,2
1804,4,4,6,17,1,1,1,19,4,1,4,5,9999,1
3133,15,6,1,17,1,1,1,19,4,1,4,5,2009,1
5528,17,10,6,17,21,2,1,19,4,1,4,7,2001,1
2938,5,6,5,18,12,2,1,19,4,1,1,6,1995,1
895,15,2,7,18,2,1,1,19,4,1,3,6,1997,4
883,14,2,6,18,19,2,1,19,4,1,3,5,1991,1
4921,6,9,7,18,1,1,1,19,4,1,4,1,2007,1
3734,24,7,5,18,10,2,1,19,4,1,4,3,1987,1
23,1,1,4,18,6,2,1,19,4,1,4,99,9999,1
5475,13,10,2,18,20,2,1,19,4,1,5,3,9999,1
2704,18,5,1,18,11,1,1,19,4,1,10,1,9999,1
2324,26,4,7,19,13,2,1,19,4,1,1,99,9999,1
2873,31,5,7,19,5,2,1,19,4,1,3,3,9999,3
1302,7,3,6,19,15,2,1,19,4,1,3,99,9999,1
1547,18,3,3,19,1,1,1,19,4,1,4,5,9999,1
6379,15,12,2,19,8,2,1,19,4,1,7,3,9999,3
6419,15,12,2,19,8,2,1,19,4,1,7,3,9999,3
5317,2,10,5,19,1,2,1,19,4,1,7,6,1995,3
5319,2,10,5,19,1,2,1,19,4,1,7,6,1995,3
4110,15,8,6,20,20,2,1,19,4,1,4,1,9999,1
4603,15,8,6,20,20,2,1,19,4,1,4,1,9999,1
5710,26,10,1,20,14,2,1,19,4,1,4,1,9999,1
1238,2,3,1,20,14,1,1,19,4,1,4,5,9999,1
120,7,1,3,20,1,1,1,19,4,1,4,99,9999,1
6780,31,12,4,20,16,2,1,19,4,1,5,99,9999,3
4044,9,8,7,21,16,2,1,19,4,1,3,99,9999,3
4537,9,8,7,21,16,2,1,19,4,1,3,99,9999,3
4962,10,9,4,21,13,1,1,19,4,1,4,99,9999,1
950,19,2,4,22,6,2,1,19,4,1,1,6,1996,2
5972,20,11,5,22,6,2,1,19,4,1,3,1,9999,3
5975,20,11,5,22,6,2,1,19,4,1,3,1,9999,3
2920,3,6,3,22,1,1,1,19,4,1,3,7,9999,1
951,19,2,4,22,10,2,1,19,4,1,4,99,9999,4
468,26,1,1,22,1,1,1,19,4,1,4,5,2007,1
3346,28,6,7,22,10,1,1,19,4,1,4,5,2009,1
3253,20,6,6,22,4,2,1,19,4,1,7,2,9999,1
5231,28,9,1,23,6,2,1,19,4,1,3,99,2006,4
2378,30,4,4,23,2,2,1,19,4,1,3,5,2008,1
763,8,2,7,23,19,2,1,19,4,1,4,99,9999,2
6202,4,12,5,23,1,2,1,19,4,1,4,1,9999,1
3748,25,7,6,23,18,2,1,19,4,1,4,5,2008,1
2420,2,5,6,0,1,1,2,19,4,1,1,2,9999,1
1168,1,3,7,0,1,1,2,19,4,1,4,4,9999,1
1434,14,3,6,1,10,2,2,19,4,1,3,1,1987,1
1680,27,3,5,2,1,1,2,19,4,1,10,2,2008,1
3765,26,7,7,4,1,1,2,19,4,1,2,1,1996,1
805,11,2,3,5,1,1,2,19,4,1,1,1,9999,2
2003,11,4,6,6,22,2,2,19,4,1,7,1,9999,3
3380,30,6,2,6,12,1,2,19,4,1,9,2,2006,1
3924,4,8,2,7,9,2,2,19,4,1,7,6,9999,3
4281,4,8,2,7,9,2,2,19,4,1,7,6,9999,3
4417,4,8,2,7,9,2,2,19,4,1,7,6,9999,3
444,25,1,7,8,9,1,2,19,4,1,1,99,9999,1
3698,21,7,2,10,10,1,2,19,4,1,3,6,1997,1
4191,20,8,4,10,9,2,2,19,4,1,3,11,1986,1
4685,20,8,4,10,9,2,2,19,4,1,3,11,1986,1
3930,4,8,2,10,8,1,2,19,4,1,4,1,9999,1
4287,4,8,2,10,8,1,2,19,4,1,4,1,9999,1
4423,4,8,2,10,8,1,2,19,4,1,4,1,9999,1
6050,24,11,2,10,9,2,2,19,4,1,12,2,1988,1
1346,8,3,7,11,2,2,2,19,4,1,1,2,9999,4
609,2,2,1,11,1,2,2,19,4,1,1,99,9999,1
1958,11,4,6,11,8,2,2,19,4,1,2,1,1996,3
4077,12,8,3,11,16,2,2,19,4,1,3,5,9999,3
4570,12,8,3,11,16,2,2,19,4,1,3,5,9999,3
5794,2,11,1,11,8,2,2,19,4,1,3,99,9999,2
6247,6,12,7,11,13,2,2,19,4,1,3,99,9999,2
5765,31,10,6,12,18,2,2,19,4,1,1,99,9999,1
2391,1,5,5,12,13,2,2,19,4,1,3,2,1994,1
1853,7,4,2,13,1,1,2,19,4,1,4,1,2008,1
694,5,2,4,13,1,2,2,19,4,1,7,7,9999,1
2504,6,5,3,14,1,1,2,19,4,1,1,99,9999,1
1090,23,2,1,14,15,2,2,19,4,1,9,6,9999,2
969,20,2,5,14,14,2,2,19,4,1,9,99,9999,1
1925,10,4,5,15,19,2,2,19,4,1,3,2,1998,1
1214,2,3,1,15,14,2,2,19,4,1,3,3,9999,1
3969,6,8,4,15,2,2,2,19,4,1,7,2,1993,1
4326,6,8,4,15,2,2,2,19,4,1,7,2,1993,1
4462,6,8,4,15,2,2,2,19,4,1,7,2,1993,1
1389,12,3,4,15,9,1,2,19,4,1,9,1,2006,1
