núm_corre,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2437,5,13,3,6,2,1,10,1001,1,3,1,72,1,13,11,15,1,1,32,4,2005,4,1
2438,5,13,3,6,2,1,10,1001,1,3,1,18,1,2,2,4,1,4,42,5,9999,6,1
2439,5,13,3,19,4,3,10,1011,2,99,1,40,1,7,7,9,1,3,99,99,9999,6,1
2440,5,13,3,19,4,3,10,1011,2,99,1,17,2,2,2,4,1,14,2,99,9999,6,1
2441,5,13,3,17,3,2,9,915,2,99,1,999,9,16,12,18,1,7,22,1,9999,6,3
2442,5,13,3,16,3,2,18,1801,1,99,1,42,1,7,7,9,1,4,99,1,2012,5,1
2443,5,13,3,16,3,2,18,1801,1,99,1,27,1,4,4,6,1,4,14,5,2013,5,1
2444,5,13,3,21,4,3,17,1707,2,99,1,31,1,5,5,7,1,5,19,2,9999,6,1
2445,5,13,3,21,4,3,17,1707,2,99,1,32,1,5,5,7,1,4,21,2,9999,6,1
2446,5,13,3,0,1,1,14,1401,1,99,1,25,1,4,4,6,9,4,24,5,2012,5,2
2447,5,14,4,3,1,1,1,101,1,1,1,28,1,4,4,6,1,1,53,4,1997,3,1
2448,5,14,4,3,1,1,1,101,1,1,1,31,1,5,5,7,1,1,44,4,2007,4,1
2449,5,14,4,8,2,1,1,101,1,18,1,30,1,5,5,7,9,1,34,5,9999,6,1
2450,5,14,4,8,2,1,1,101,1,18,1,21,1,3,3,5,9,4,24,5,9999,6,1
2451,5,14,4,3,1,1,1,116,2,99,1,28,1,4,4,6,9,4,99,1,9999,6,2
2452,5,14,4,12,3,2,20,2004,2,99,1,25,1,4,4,6,9,3,99,99,9999,6,3
2453,5,14,4,11,2,1,19,1902,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,1
2454,5,14,4,11,2,1,19,1902,2,99,1,45,1,8,8,10,9,4,99,5,9999,6,1
2455,5,14,4,13,3,2,5,501,2,99,1,999,9,16,12,18,9,3,99,99,9999,6,1
2456,5,14,4,13,3,2,5,501,2,99,2,29,1,4,4,6,9,4,99,99,9999,6,1
2457,5,14,4,2,1,1,2,207,1,99,1,43,1,7,7,9,9,5,99,99,9999,6,1
2458,5,14,4,2,1,1,2,207,1,99,1,999,9,16,12,18,9,5,99,99,9999,6,1
2459,5,14,4,5,1,1,3,304,2,99,1,60,1,11,11,13,9,4,24,5,2015,5,2
2460,5,15,5,15,3,2,1,101,1,9,1,35,1,6,6,8,9,9,99,6,9999,6,1
2461,5,15,5,15,3,2,1,101,1,9,1,36,1,6,6,8,9,4,2,5,2005,4,1
2462,5,15,5,19,4,3,1,101,1,1,1,47,1,8,8,10,9,3,44,6,2001,4,1
2463,5,15,5,19,4,3,1,101,1,1,2,36,1,6,6,8,9,1,44,4,2005,4,1
2464,5,15,5,8,2,1,1,101,1,5,1,45,1,8,8,10,9,5,19,2,9999,6,1
2465,5,15,5,8,2,1,1,101,1,5,1,48,1,8,8,10,9,4,21,3,9999,6,1
2466,5,15,5,7,2,1,1,114,2,99,1,30,1,5,5,7,9,1,34,2,2005,4,1
2467,5,15,5,7,2,1,1,114,2,99,1,44,1,7,7,9,9,4,2,5,2013,5,1
2468,5,15,5,7,2,1,1,117,1,7,1,25,1,4,4,6,9,1,44,14,1990,3,1
2469,5,15,5,7,2,1,1,117,1,7,1,22,1,3,3,5,9,4,40,3,2009,4,1
2470,5,15,5,19,4,3,22,2207,2,99,1,20,1,3,3,5,9,4,99,5,9999,6,1
2471,5,15,5,19,4,3,22,2207,2,99,9,999,9,16,12,18,9,1,99,3,9999,6,1
2472,5,15,5,15,3,2,19,1905,2,99,1,22,1,3,3,5,9,4,99,6,9999,6,1
2473,5,15,5,15,3,2,19,1905,2,99,9,999,9,16,12,18,9,3,99,5,9999,6,1
2474,5,16,6,3,1,1,1,101,1,2,1,28,1,4,4,6,9,1,4,3,2003,4,1
2475,5,16,6,3,1,1,1,101,1,2,1,27,1,4,4,6,9,1,20,2,2005,4,1
2476,5,16,6,20,4,3,1,101,1,16,1,30,1,5,5,7,9,1,44,8,1992,3,2
2477,5,16,6,1,1,1,1,103,2,99,1,29,1,4,4,6,9,1,17,2,9999,6,1
2478,5,16,6,1,1,1,1,103,2,99,1,21,1,3,3,5,9,1,30,2,9999,6,1
2479,5,16,6,20,4,3,1,101,1,10,1,33,1,5,5,7,9,1,32,4,2008,4,1
2480,5,16,6,20,4,3,1,101,1,10,1,23,1,3,3,5,9,1,99,1,9999,6,1
2481,5,16,6,7,2,1,21,2103,2,99,1,51,1,9,9,11,9,3,44,2,2000,4,3
2482,5,16,6,21,4,3,20,2001,2,99,1,51,1,9,9,11,9,1,44,1,9999,6,1
2483,5,16,6,21,4,3,20,2001,2,99,1,31,1,5,5,7,9,1,44,3,9999,6,1
2484,5,16,6,21,4,3,20,2001,2,99,1,32,1,5,5,7,9,3,99,1,9999,6,1
2485,5,16,6,14,3,2,5,509,1,99,1,37,1,6,6,8,9,4,99,99,9999,6,1
2486,5,16,6,14,3,2,5,509,1,99,1,999,9,16,12,18,9,3,99,99,9999,6,1
2487,5,16,6,10,2,1,10,1001,1,1,1,32,1,5,5,7,9,99,99,1,1999,3,1
2488,5,16,6,10,2,1,10,1001,1,1,1,37,1,6,6,8,9,4,2,1,9999,6,1
2489,5,16,6,10,2,1,16,1604,2,99,1,25,1,4,4,6,9,3,34,1,9999,6,1
2490,5,16,6,10,2,1,16,1604,2,99,1,16,2,2,2,4,9,4,99,99,9999,6,1
2491,5,16,6,21,4,3,2,201,2,99,1,48,1,8,8,10,9,3,44,9,2000,4,1
2492,5,16,6,21,4,3,2,201,2,99,1,19,1,2,2,4,9,4,99,1,9999,6,1
2493,5,16,6,0,1,1,17,1712,1,99,1,24,1,3,3,5,9,4,42,5,9999,6,1
2494,5,16,6,0,1,1,17,1712,1,99,1,26,1,4,4,6,9,4,2,5,2013,5,1
2495,5,17,7,18,4,3,19,1901,1,99,1,28,1,4,4,6,9,7,33,2,9999,6,1
2496,5,17,7,18,4,3,19,1901,1,99,1,24,1,3,3,5,9,9,30,3,2001,4,1
2497,5,17,7,18,4,3,19,1901,1,99,1,25,1,4,4,6,9,6,99,4,2002,4,1
2498,5,17,7,13,3,2,10,1001,1,99,1,38,1,6,6,8,9,4,23,5,2006,4,1
2499,5,17,7,13,3,2,10,1001,1,99,1,999,9,16,12,18,9,5,23,2,9999,6,1
2500,5,17,7,11,2,1,4,415,1,99,1,49,1,8,8,10,9,3,13,99,9999,6,1
2501,5,17,7,11,2,1,4,415,1,99,1,999,9,16,12,18,9,7,13,12,1986,2,1
2502,5,17,7,20,4,3,21,2103,1,99,1,25,1,4,4,6,9,4,99,5,9999,6,2
2503,5,17,7,19,4,3,22,2212,1,99,1,21,1,3,3,5,9,4,2,5,9999,6,2
2504,5,17,7,3,1,1,1,101,1,10,1,25,1,4,4,6,9,4,2,5,9999,6,1
2505,5,17,7,3,1,1,1,101,1,10,1,999,9,16,12,18,9,2,99,99,9999,6,1
2506,5,18,1,19,4,3,20,2009,1,10,1,33,1,5,5,7,9,3,44,99,2015,5,1
2507,5,18,1,19,4,3,20,2009,1,10,1,58,1,10,10,12,9,4,42,5,2015,5,1
2508,5,18,1,15,3,2,1,101,1,7,1,26,1,4,4,6,1,1,44,6,9999,6,1
2509,5,18,1,15,3,2,1,101,1,7,1,35,1,6,6,8,1,1,20,2,2012,5,1
2510,5,18,1,19,4,3,21,2101,2,99,1,49,1,8,8,10,1,1,37,2,2006,4,1
2511,5,18,1,19,4,3,21,2101,2,99,1,32,1,5,5,7,1,1,44,5,1996,3,1
2512,5,18,1,17,3,2,5,507,2,99,9,999,9,16,12,18,9,14,2,1,9999,6,1
2513,5,18,1,17,3,2,5,507,2,99,9,999,9,16,12,18,9,12,22,1,9999,6,1
2514,5,18,1,17,3,2,5,501,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,1
2515,5,18,1,17,3,2,5,501,2,99,1,63,1,11,11,13,1,4,21,1,9999,6,1
2516,5,19,2,14,3,2,1,101,1,3,1,43,1,7,7,9,1,3,13,2,9999,6,1
2517,5,19,2,14,3,2,1,101,1,3,1,40,1,7,7,9,1,1,17,14,9999,6,1
2518,5,19,2,15,3,2,1,101,1,12,1,53,1,9,9,11,1,12,99,2,2010,5,1
2519,5,19,2,15,3,2,1,101,1,12,1,28,1,4,4,6,1,7,3,7,1992,3,1
2520,5,19,2,9,2,1,5,501,1,99,1,44,1,7,7,9,1,5,99,99,9999,6,1
2521,5,19,2,9,2,1,5,501,1,99,2,29,1,4,4,6,1,1,99,99,9999,6,1
2522,5,19,2,11,2,1,18,1801,1,99,1,20,1,3,3,5,1,1,46,6,2003,4,1
2523,5,19,2,11,2,1,18,1801,1,99,1,23,1,3,3,5,1,5,30,11,1999,3,1
2524,5,19,2,11,2,1,18,1801,1,99,1,47,1,8,8,10,1,6,15,3,1999,3,1
2525,5,19,2,11,2,1,6,603,1,99,1,21,1,3,3,5,1,1,21,5,9999,6,2
2526,5,20,3,14,3,2,1,101,1,18,1,19,1,2,2,4,1,4,20,5,2013,5,1
2527,5,20,3,14,3,2,1,101,1,18,1,19,1,2,2,4,1,4,21,1,2008,4,1
2528,5,20,3,9,2,1,19,1903,2,99,1,21,1,3,3,5,1,4,2,5,2012,5,1
2529,5,20,3,9,2,1,19,1903,2,99,9,999,9,16,12,18,9,3,44,3,1992,3,1
2530,5,20,3,19,4,3,5,510,2,99,1,22,1,3,3,5,1,4,99,99,9999,6,1
2531,5,20,3,19,4,3,5,510,2,99,1,999,9,16,12,18,1,4,99,99,9999,6,1
2532,5,20,3,13,3,2,10,1019,2,99,1,21,1,3,3,5,1,4,41,3,9999,6,1
2533,5,20,3,13,3,2,10,1019,2,99,1,40,1,7,7,9,1,4,99,5,9999,6,1
2534,5,20,3,14,3,2,10,1014,2,99,1,21,1,3,3,5,1,3,99,9,1990,3,1
2535,5,20,3,14,3,2,10,1014,2,99,1,18,1,2,2,4,1,14,2,1,9999,6,1
2536,5,20,3,7,2,1,2,201,2,99,1,32,1,5,5,7,1,4,42,99,2007,4,3
2537,5,21,4,12,3,2,1,101,1,6,1,49,1,8,8,10,1,4,42,5,9999,6,4
2538,5,21,4,13,3,2,1,103,2,99,1,39,1,6,6,8,1,3,44,2,9999,6,1
2539,5,21,4,13,3,2,1,103,2,99,1,26,1,4,4,6,1,4,20,5,2012,5,1
2540,5,21,4,9,2,1,21,2101,2,99,9,999,9,16,12,18,1,99,99,99,9999,6,1
2541,5,21,4,9,2,1,21,2101,2,99,1,23,1,3,3,5,1,4,99,99,9999,6,1
2542,5,21,4,11,2,1,19,1902,2,99,9,999,9,16,12,18,1,2,37,6,9999,6,1
2543,5,21,4,11,2,1,19,1902,2,99,1,29,1,4,4,6,1,4,42,1,9999,6,1
2544,5,21,4,21,4,3,5,504,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
2545,5,21,4,14,3,2,11,1102,2,99,1,46,1,8,8,10,1,2,44,4,1988,2,1
2546,5,21,4,14,3,2,11,1102,2,99,1,20,1,3,3,5,1,4,99,5,2013,5,1
2547,5,21,4,19,4,3,9,901,1,1,1,36,1,6,6,8,2,1,44,5,9999,6,1
2548,5,21,4,19,4,3,9,901,1,1,1,58,1,10,10,12,1,4,42,5,9999,6,1
2549,5,21,4,11,2,1,16,1601,2,99,1,40,1,7,7,9,1,9,37,4,9999,6,3
2550,5,21,4,17,3,2,2,203,2,99,1,34,1,5,5,7,2,1,37,1,1987,2,1
2551,5,21,4,17,3,2,2,203,2,99,1,40,1,7,7,9,2,3,37,2,2011,5,1
2552,5,21,4,15,3,2,4,401,2,99,1,38,1,6,6,8,1,5,19,2,2008,4,1
2553,5,21,4,15,3,2,4,401,2,99,1,21,1,3,3,5,1,4,99,1,9999,6,1
2554,5,22,5,2,1,1,1,101,1,2,1,999,9,16,12,18,1,1,5,4,2006,4,1
2555,5,22,5,2,1,1,1,101,1,2,2,26,1,4,4,6,1,1,20,4,2000,4,1
2556,5,22,5,2,1,1,1,101,1,2,1,999,9,16,12,18,9,3,13,4,2013,5,1
2557,5,22,5,0,1,1,1,101,1,11,1,30,1,5,5,7,1,3,99,99,9999,6,1
2558,5,22,5,0,1,1,1,101,1,11,1,34,1,5,5,7,1,1,32,11,2001,4,1
2559,5,22,5,22,4,3,22,2201,2,99,1,43,1,7,7,9,2,1,37,4,2008,4,1
2560,5,22,5,22,4,3,22,2201,2,99,1,21,1,3,3,5,1,4,99,4,2008,4,1
2561,5,22,5,9,2,1,6,601,2,99,1,41,1,7,7,9,1,3,44,9,1995,3,1
2562,5,22,5,9,2,1,6,601,2,99,1,30,1,5,5,7,1,4,21,5,2015,5,1
2563,5,22,5,17,3,2,9,901,1,2,1,25,1,4,4,6,2,1,44,8,9999,6,1
2564,5,22,5,17,3,2,9,901,1,2,2,46,1,8,8,10,1,1,37,1,9999,6,1
2565,5,22,5,4,1,1,16,1604,2,99,1,39,1,6,6,8,1,3,44,2,2007,4,2
2566,5,22,5,21,4,3,3,308,2,99,1,35,1,6,6,8,1,3,44,1,9999,6,2
2567,5,23,6,7,2,1,1,101,1,1,1,25,1,4,4,6,2,1,21,9,9999,6,1
2568,5,23,6,7,2,1,1,101,1,1,1,58,1,10,10,12,1,12,3,1,9999,6,1
2569,5,23,6,6,2,1,1,101,1,1,1,29,1,4,4,6,9,12,33,1,9999,6,1
2570,5,23,6,6,2,1,1,101,1,1,1,27,1,4,4,6,9,9,44,3,2005,4,1
2571,5,23,6,15,3,2,1,101,1,9,1,54,1,9,9,11,9,1,32,3,9999,6,1
2572,5,23,6,16,3,2,1,102,2,99,1,28,1,4,4,6,9,12,22,2,1993,3,1
2573,5,23,6,2,1,1,1,101,1,7,1,34,1,5,5,7,2,1,99,99,9999,6,2
2574,5,23,6,19,4,3,20,2001,2,99,1,52,1,9,9,11,2,2,44,6,1996,3,1
2575,5,23,6,16,3,2,20,2001,2,99,1,999,9,16,12,18,9,6,99,11,9999,6,1
2576,5,23,6,9,2,1,19,1901,2,99,1,52,1,9,9,11,9,11,34,2,9999,6,1
2577,5,23,6,9,2,1,19,1901,2,99,1,43,1,7,7,9,9,4,42,3,2013,5,1
2578,5,23,6,2,1,1,5,509,2,99,1,22,1,3,3,5,9,4,24,1,2011,5,1
2579,5,23,6,2,1,1,5,509,2,99,1,29,1,4,4,6,9,4,42,3,2014,5,1
2580,5,23,6,15,3,2,6,602,2,99,1,25,1,4,4,6,1,1,34,5,1999,3,1
2581,5,23,6,15,3,2,6,602,2,99,1,21,1,3,3,5,1,14,2,1,2010,5,1
2582,5,23,6,19,4,3,9,901,1,3,1,61,1,11,11,13,2,2,21,1,9999,6,1
2583,5,23,6,8,2,1,9,920,2,99,1,45,1,8,8,10,1,3,44,3,9999,6,2
2584,5,23,6,12,3,2,16,1610,2,99,1,999,9,16,12,18,9,5,34,2,9999,6,4
2585,5,23,6,9,2,1,15,1503,2,99,1,39,1,6,6,8,1,3,34,16,2012,5,1
2586,5,23,6,11,2,1,18,1805,2,99,1,46,1,8,8,10,9,3,44,9,1989,2,1
2587,5,23,6,10,2,1,17,1710,2,99,1,28,1,4,4,6,9,5,99,2,9999,6,2
2588,5,23,6,22,4,3,4,401,2,99,1,49,1,8,8,10,9,1,99,6,9999,6,1
2589,5,24,7,22,4,3,1,101,1,4,9,999,9,16,12,18,9,1,99,6,9999,6,1
2590,5,24,7,22,4,3,1,101,1,4,1,53,1,9,9,11,9,4,2,1,9999,6,1
2591,5,24,7,20,4,3,1,101,1,3,1,46,1,8,8,10,1,1,44,11,2003,4,1
2592,5,24,7,16,3,2,1,101,1,1,1,30,1,5,5,7,1,1,21,1,1998,3,1
2593,5,24,7,1,1,1,1,115,1,99,1,28,1,4,4,6,9,1,44,4,9999,6,2
2594,5,24,7,10,2,1,1,115,2,99,1,18,1,2,2,4,1,1,17,1,1990,3,1
2595,5,24,7,10,2,1,1,115,2,99,1,45,1,8,8,10,1,1,44,9,1995,3,1
2596,5,24,7,3,1,1,1,110,2,99,1,39,1,6,6,8,2,1,21,5,1999,3,1
2597,5,24,7,3,1,1,1,110,2,99,1,31,1,5,5,7,2,1,17,3,1991,3,1
2598,5,24,7,19,4,3,1,110,2,99,1,32,1,5,5,7,1,4,99,3,2003,4,1
2599,5,24,7,19,4,3,1,108,1,11,1,29,1,4,4,6,1,2,44,4,1998,3,1
2600,5,24,7,16,3,2,20,2001,2,99,1,19,1,2,2,4,1,1,17,2,9999,6,1
2601,5,24,7,16,3,2,20,2001,2,99,9,999,9,16,12,18,1,6,15,11,1998,3,1
2602,5,24,7,8,2,1,5,509,2,99,1,42,1,7,7,9,1,6,29,2,9999,6,1
2603,5,24,7,1,1,1,5,510,2,99,1,26,1,4,4,6,1,3,99,99,9999,6,2
2604,5,24,7,18,4,3,6,606,2,99,1,47,1,8,8,10,1,1,34,2,2000,4,1
2605,5,24,7,18,4,3,6,606,2,99,2,18,1,2,2,4,1,4,19,1,9999,6,1
2606,5,24,7,9,2,1,9,920,1,1,1,40,1,7,7,9,2,2,21,3,9999,6,1
2607,5,24,7,9,2,1,9,920,1,1,2,28,1,4,4,6,1,4,21,3,9999,6,1
2608,5,24,7,10,2,1,9,901,1,1,9,999,9,16,12,18,1,4,24,1,9999,6,3
2609,5,24,7,15,3,2,8,801,2,99,1,64,1,11,11,13,1,2,44,10,9999,6,4
2610,5,24,7,19,4,3,16,1605,2,99,1,51,1,9,9,11,2,3,11,1,1984,2,1
2611,5,24,7,19,4,3,16,1605,2,99,1,34,1,5,5,7,1,4,40,2,2014,5,1
2612,5,24,7,21,4,3,15,1501,2,99,1,30,1,5,5,7,1,1,44,5,2005,4,2
2613,5,24,7,21,4,3,15,1501,2,99,1,17,2,2,2,4,2,4,36,1,2013,5,2
2614,5,24,7,23,4,3,15,1502,2,99,1,999,9,16,12,18,9,3,44,4,9999,6,2
2615,5,24,7,17,3,2,15,1507,2,99,1,38,1,6,6,8,9,3,99,1,1992,3,3
2616,5,24,7,2,1,1,18,1801,2,99,1,27,1,4,4,6,2,3,34,5,2012,5,2
2617,5,24,7,21,4,3,18,1802,2,99,2,16,2,2,2,4,1,4,42,5,9999,6,1
2618,5,24,7,16,3,2,17,1703,2,99,1,18,1,2,2,4,1,99,99,99,9999,6,1
2619,5,24,7,18,4,3,17,1701,2,99,1,58,1,10,10,12,1,2,20,99,9999,6,2
2620,5,24,7,12,3,2,4,406,2,99,9,999,9,16,12,18,1,12,99,99,9999,6,3
2621,5,24,7,7,2,1,3,312,2,99,1,54,1,9,9,11,1,3,37,1,2000,4,1
2622,5,25,1,12,3,2,1,101,1,7,2,30,1,5,5,7,1,1,32,1,2003,4,1
2623,5,25,1,12,3,2,1,101,1,7,1,34,1,5,5,7,1,4,2,1,2011,5,1
2624,5,25,1,17,3,2,21,2106,2,99,1,59,1,10,10,12,1,5,99,99,9999,6,1
2625,5,25,1,17,3,2,21,2106,2,99,9,999,9,16,12,18,2,9,99,99,9999,6,1
2626,5,25,1,0,1,1,10,1016,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
2627,5,25,1,0,1,1,10,1016,2,99,1,17,2,2,2,4,9,4,99,5,9999,6,1
2628,5,25,1,0,1,1,18,1801,2,99,1,30,1,5,5,7,2,1,13,9,9999,6,1
2629,5,25,1,0,1,1,18,1801,2,99,1,30,1,5,5,7,9,4,14,5,9999,6,1
2630,5,25,1,9,2,1,17,1703,2,99,1,18,1,2,2,4,9,4,24,99,9999,6,1
2631,5,25,1,9,2,1,17,1703,2,99,9,999,9,16,12,18,9,14,99,99,9999,6,1
2632,5,25,1,19,4,3,4,414,2,99,1,45,1,8,8,10,9,1,99,9,9999,6,1
2633,5,25,1,19,4,3,4,414,2,99,1,46,1,8,8,10,9,12,99,99,9999,6,1
2634,5,25,1,20,4,3,3,303,2,99,1,28,1,4,4,6,9,3,99,5,1988,2,1
2635,5,25,1,20,4,3,3,303,2,99,1,30,1,5,5,7,9,3,99,99,9999,6,1
2636,5,25,1,21,4,3,1,116,2,99,1,53,1,9,9,11,9,1,30,2,9999,6,1
2637,5,25,1,21,4,3,1,116,2,99,1,30,1,5,5,7,9,4,42,99,9999,6,1
2638,5,25,1,10,2,1,2,208,2,99,1,62,1,11,11,13,9,4,42,99,9999,6,3
2639,5,25,1,18,4,3,5,501,1,1,9,999,9,16,12,18,9,1,99,99,9999,6,1
2640,5,25,1,18,4,3,5,501,1,1,1,25,1,4,4,6,9,4,24,99,9999,6,1
2641,5,25,1,19,4,3,1,108,1,1,1,19,1,2,2,4,9,18,99,99,9999,6,3
2642,5,26,2,12,3,2,9,901,1,3,1,37,1,6,6,8,9,3,44,2,9999,6,2
2643,5,26,2,1,1,1,20,2003,2,99,1,28,1,4,4,6,9,4,99,99,9999,6,2
2644,5,26,2,7,2,1,16,1601,1,1,1,42,1,7,7,9,9,1,21,4,9999,6,1
2645,5,26,2,7,2,1,16,1601,1,1,1,32,1,5,5,7,9,4,14,1,9999,6,1
2646,5,26,2,19,4,3,16,1601,2,99,1,35,1,6,6,8,9,3,44,1,9999,6,3
2647,5,26,2,9,2,1,15,1503,2,99,1,39,1,6,6,8,9,4,2,5,2013,5,1
2648,5,26,2,9,2,1,15,1503,2,99,2,28,1,4,4,6,9,4,42,5,2014,5,1
2649,5,26,2,9,2,1,5,507,2,99,1,44,1,7,7,9,9,12,22,1,1995,3,1
2650,5,26,2,9,2,1,5,507,2,99,1,60,1,11,11,13,9,5,23,2,1992,3,1
2651,5,26,2,12,3,2,17,1703,2,99,1,20,1,3,3,5,9,4,24,1,9999,6,1
2652,5,26,2,12,3,2,17,1703,2,99,1,22,1,3,3,5,9,4,2,5,2013,5,1
2653,5,26,2,17,3,2,17,1714,2,99,1,21,1,3,3,5,9,5,23,2,1997,3,1
2654,5,26,2,17,3,2,17,1714,2,99,1,23,1,3,3,5,9,4,2,9,9999,6,1
2655,5,26,2,20,4,3,13,1319,2,99,1,53,1,9,9,11,9,3,99,4,9999,6,3
2656,5,26,2,10,2,1,13,1302,2,99,9,999,9,16,12,18,9,3,44,3,9999,6,3
2657,5,26,2,19,4,3,5,509,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,1
2658,5,26,2,19,4,3,5,509,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,1
2659,5,27,3,7,2,1,1,101,1,1,2,59,1,10,10,12,9,1,30,4,2006,4,1
2660,5,27,3,7,2,1,1,101,1,1,1,26,1,4,4,6,9,1,99,2,1987,2,1
2661,5,27,3,20,4,3,1,101,1,13,1,24,1,3,3,5,9,3,99,2,1999,3,1
2662,5,27,3,20,4,3,1,101,1,13,1,18,1,2,2,4,9,4,49,1,2011,5,1
2663,5,27,3,14,3,2,21,2101,1,99,2,33,1,5,5,7,9,4,42,1,9999,6,4
2664,5,27,3,12,3,2,19,1905,2,99,1,38,1,6,6,8,9,5,13,2,1994,3,1
2665,5,27,3,12,3,2,19,1905,2,99,1,62,1,11,11,13,9,4,42,4,9999,6,1
2666,5,27,3,16,3,2,16,1613,2,99,1,29,1,4,4,6,9,9,44,2,2006,4,1
2667,5,27,3,16,3,2,16,1613,2,99,1,53,1,9,9,11,9,3,44,11,2004,4,1
2668,5,27,3,19,4,3,2,206,2,99,1,25,1,4,4,6,2,3,37,2,2007,4,1
2669,5,27,3,19,4,3,2,206,2,99,1,20,1,3,3,5,1,9,44,3,2007,4,1
2670,5,27,3,4,1,1,4,401,2,99,1,23,1,3,3,5,2,1,44,2,2007,4,1
2671,5,27,3,4,1,1,4,401,2,99,1,43,1,7,7,9,1,4,99,99,9999,6,1
2672,5,27,3,21,4,3,10,1008,2,99,1,25,1,4,4,6,2,4,42,5,9999,6,1
2673,5,27,3,21,4,3,10,1008,2,99,1,30,1,5,5,7,1,4,2,1,9999,6,1
2674,5,27,3,15,3,2,9,922,2,99,1,46,1,8,8,10,9,1,17,8,1995,3,1
2675,5,27,3,15,3,2,9,922,2,99,1,20,1,3,3,5,9,14,2,1,9999,6,1
2676,5,27,3,10,2,1,12,1201,2,99,1,28,1,4,4,6,9,9,44,4,2011,5,1
2677,5,27,3,10,2,1,12,1201,2,99,1,28,1,4,4,6,9,3,44,3,9999,6,1
2678,5,27,3,9,2,1,12,1222,2,99,1,23,1,3,3,5,9,5,22,99,9999,6,1
2679,5,27,3,9,2,1,12,1222,2,99,1,22,1,3,3,5,9,3,44,1,1997,3,1
2680,5,27,3,9,2,1,12,1222,2,99,1,50,1,9,9,11,9,1,5,3,2013,5,1
2681,5,27,3,9,2,1,12,1222,2,99,1,46,1,8,8,10,9,12,99,2,1981,2,1
2682,5,27,3,23,4,3,5,501,2,99,1,32,1,5,5,7,9,4,2,3,9999,6,4
2683,5,27,3,23,4,3,6,608,2,99,9,999,9,16,12,18,9,6,15,99,9999,6,1
2684,5,27,3,23,4,3,6,608,2,99,1,26,1,4,4,6,9,3,44,99,9999,6,1
2685,5,28,4,2,1,1,1,101,1,1,1,35,1,6,6,8,9,1,20,14,1986,2,1
2686,5,28,4,2,1,1,1,101,1,1,1,20,1,3,3,5,9,4,2,1,2014,5,1
2687,5,28,4,4,1,1,1,101,1,9,1,34,1,5,5,7,9,1,21,3,2008,4,1
2688,5,28,4,4,1,1,1,101,1,9,1,32,1,5,5,7,9,4,42,5,9999,6,1
2689,5,28,4,17,3,2,4,401,2,99,1,27,1,4,4,6,2,12,22,8,1997,3,1
2690,5,28,4,17,3,2,4,401,2,99,1,20,1,3,3,5,1,4,24,5,2013,5,1
2691,5,28,4,8,2,1,20,2009,2,99,1,48,1,8,8,10,1,3,44,9,9999,6,4
2692,5,28,4,12,3,2,5,513,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
2693,5,28,4,12,3,2,5,513,2,99,9,999,9,16,12,18,9,1,99,4,9999,6,1
2694,5,28,4,22,4,3,5,501,2,99,1,999,9,16,12,18,1,6,15,3,9999,6,1
2695,5,28,4,22,4,3,5,501,2,99,1,36,1,6,6,8,1,1,99,4,9999,6,1
2696,5,28,4,16,3,2,1,116,1,1,1,999,9,16,12,18,1,1,46,3,9999,6,1
2697,5,28,4,16,3,2,1,116,1,1,1,999,9,16,12,18,1,4,2,99,9999,6,1
2698,5,29,5,17,3,2,14,1413,2,99,1,999,9,16,12,18,1,3,99,2,9999,6,4
2699,5,29,5,18,4,3,10,1001,2,99,1,35,1,6,6,8,1,5,23,2,2014,5,1
2700,5,29,5,18,4,3,10,1001,2,99,1,28,1,4,4,6,1,4,42,5,2013,5,1
2701,5,29,5,19,4,3,4,409,2,99,1,33,1,5,5,7,1,1,32,6,2001,4,3
2702,5,29,5,19,4,3,1,101,1,1,1,36,1,6,6,8,1,3,32,2,2013,5,1
2703,5,29,5,19,4,3,1,101,1,1,1,26,1,4,4,6,1,4,21,5,9999,6,1
2704,5,29,5,19,4,3,1,101,1,9,2,39,1,6,6,8,1,2,21,99,2003,4,1
2705,5,29,5,19,4,3,1,101,1,9,1,24,1,3,3,5,1,4,2,3,9999,6,1
2706,5,29,5,19,4,3,22,2206,2,99,1,27,1,4,4,6,2,4,2,1,2011,5,2
2707,5,30,6,20,4,3,19,1904,2,99,1,36,1,6,6,8,1,5,13,2,1998,3,1
2708,5,30,6,20,4,3,19,1904,2,99,1,33,1,5,5,7,1,4,59,1,2013,5,1
2709,5,30,6,19,4,3,12,1222,2,99,9,999,9,16,12,18,9,3,44,4,1998,3,1
2710,5,30,6,19,4,3,12,1222,2,99,1,39,1,6,6,8,1,4,40,4,2008,4,1
