,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_pil,g_edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,zona_ocu
1935,1553,24,5,7,15,16,1,1,35,1,2,3,3,9999,1,2009,99
1936,2894,15,10,4,4,14,2,1,35,1,2,3,5,9999,1,2009,99
1937,2956,21,10,3,19,19,2,1,35,1,2,3,2,9999,1,2009,99
1938,1537,23,5,6,19,8,1,1,35,1,2,3,4,1994,2,2009,99
1939,1009,1,4,3,5,2,1,1,35,1,2,3,5,1998,2,2009,99
1940,791,9,3,1,21,14,2,1,35,1,2,3,9,9999,2,2009,99
1941,2454,21,8,5,22,14,1,1,35,1,2,3,4,9999,2,2009,99
1942,480,14,2,6,1,1,1,1,35,1,2,4,5,9999,4,2009,99
1943,1803,26,6,5,22,9,1,1,35,1,2,6,5,1996,1,2009,99
1944,2082,28,7,2,8,20,2,1,35,1,2,6,11,9999,1,2009,99
1945,1739,19,6,5,15,1,1,1,35,1,2,11,4,1994,1,2009,99
1946,3216,25,11,3,9,1,1,1,35,1,2,14,1,2006,3,2009,99
1947,1356,5,5,2,16,9,1,1,35,1,2,99,10,2003,1,2009,99
1948,2154,3,8,1,12,13,2,1,35,1,1,1,3,1992,1,2009,99
1949,2224,3,8,1,12,13,2,1,35,1,1,1,3,1992,1,2009,99
1950,2294,3,8,1,12,13,2,1,35,1,1,1,3,1992,1,2009,99
1951,989,30,3,1,23,8,2,1,35,1,1,1,6,1998,1,2009,99
1952,11,1,1,4,18,6,2,1,35,1,1,1,6,2002,1,2009,99
1953,876,19,3,4,7,1,2,1,35,1,1,1,4,2009,1,2009,99
1954,1563,28,5,4,17,17,2,2,35,1,1,1,9,9999,1,2009,99
1955,1610,3,6,3,22,16,2,1,35,1,1,1,4,9999,1,2009,99
1956,1408,10,5,7,2,1,1,1,35,1,1,1,4,9999,2,2009,99
1957,3016,29,10,4,6,1,1,1,35,1,1,2,4,2002,1,2009,99
1958,3152,17,11,2,16,1,1,1,35,1,1,2,9,2002,1,2009,99
1959,2045,24,7,5,8,1,1,1,35,1,1,2,4,2004,1,2009,99
1960,3437,23,12,3,15,1,1,1,35,1,1,2,3,9999,1,2009,99
1961,1634,6,6,6,18,14,2,1,35,1,1,3,1,1987,1,2009,99
1962,1562,28,5,4,10,15,1,1,35,1,1,3,4,1989,1,2009,99
1963,2650,13,9,7,15,14,2,1,35,1,1,3,2,1990,1,2009,99
1964,47,4,1,7,13,8,2,1,35,1,1,3,6,1991,1,2009,99
1965,1138,12,4,7,13,5,2,1,35,1,1,3,6,1994,1,2009,99
1966,3196,22,11,7,13,10,2,1,35,1,1,3,1,2005,1,2009,99
1967,2026,20,7,1,7,4,2,1,35,1,1,3,4,2008,1,2009,99
1968,3014,28,10,3,14,17,1,1,35,1,1,3,14,2008,1,2009,99
1969,1857,2,7,4,20,1,1,1,35,1,1,3,5,9999,1,2009,99
1970,3341,12,12,6,7,1,1,1,35,1,1,3,5,9999,1,2009,99
1971,936,25,3,3,13,15,2,1,35,1,1,3,2,1987,2,2009,99
1972,1496,18,5,1,18,10,2,1,35,1,1,3,6,1980,3,2009,99
1973,1741,19,6,5,13,11,2,1,35,1,1,3,4,1989,3,2009,99
1974,2024,20,7,1,16,14,2,1,35,1,1,3,4,1995,3,2009,99
1975,2584,5,9,6,18,7,2,1,35,1,1,3,1,9999,3,2009,99
1976,755,7,3,6,16,1,1,1,35,1,1,4,4,9999,1,2009,99
1977,1769,22,6,1,10,19,2,1,35,1,1,4,7,9999,3,2009,99
1978,311,31,1,6,12,20,2,1,35,1,1,4,3,2007,4,2009,99
1979,3255,1,12,2,5,14,2,1,35,1,1,5,2,1994,3,2009,99
1980,421,8,2,7,12,17,2,1,35,1,1,6,2,1995,1,2009,99
1981,845,15,3,7,0,5,2,1,35,1,1,6,10,9999,1,2009,99
1982,1079,8,4,3,17,16,2,1,35,1,1,6,2,9999,1,2009,99
1983,1944,12,7,7,3,1,1,1,35,1,1,6,99,9999,3,2009,99
1984,2130,1,8,6,16,1,2,1,35,1,1,7,8,1985,1,2009,99
1985,2200,1,8,6,16,1,2,1,35,1,1,7,8,1985,1,2009,99
1986,2270,1,8,6,16,1,2,1,35,1,1,7,8,1985,1,2009,99
1987,2167,4,8,2,7,9,2,1,35,1,1,7,6,9999,3,2009,99
1988,2237,4,8,2,7,9,2,1,35,1,1,7,6,9999,3,2009,99
1989,2307,4,8,2,7,9,2,1,35,1,1,7,6,9999,3,2009,99
1990,2060,25,7,6,1,3,2,1,35,1,1,8,3,9999,1,2009,99
1991,2155,3,8,1,15,13,2,2,35,1,1,9,2,9999,1,2009,99
1992,2225,3,8,1,15,13,2,2,35,1,1,9,2,9999,1,2009,99
1993,2295,3,8,1,15,13,2,2,35,1,1,9,2,9999,1,2009,99
1994,410,7,2,6,0,7,2,1,35,1,1,9,4,9999,2,2009,99
1995,1731,18,6,4,13,1,2,1,35,1,1,11,2,9999,2,2009,99
1996,1513,20,5,3,18,13,2,1,35,1,1,12,6,1988,1,2009,99
1997,202,19,1,1,10,1,1,1,35,1,1,12,99,1993,1,2009,99
1998,211,20,1,2,10,1,1,1,35,1,1,12,7,9999,1,2009,99
1999,3310,8,12,2,21,4,2,1,35,1,1,12,3,9999,1,2009,99
2000,3012,28,10,3,8,1,1,2,36,1,9,1,2,2006,1,2009,99
2001,1794,25,6,4,5,1,1,1,36,1,9,1,2,2008,1,2009,99
2002,2575,4,9,5,15,11,2,1,36,1,9,1,4,2008,1,2009,99
2003,903,22,3,7,20,1,1,1,36,1,9,1,3,9999,1,2009,99
2004,2574,4,9,5,20,1,1,2,36,1,9,1,4,9999,1,2009,99
2005,3411,20,12,7,2,18,2,1,36,1,9,1,2,2004,2,2009,99
2006,2601,1,9,2,6,1,1,1,36,1,9,1,2,9999,2,2009,99
2007,3102,6,11,5,9,3,2,1,36,1,9,1,3,9999,3,2009,99
2008,2845,9,10,5,21,22,2,1,36,1,9,2,2,9999,4,2009,99
2009,3426,21,12,1,0,18,2,1,36,1,9,2,6,9999,4,2009,99
2010,3447,23,12,3,12,7,2,1,36,1,9,3,11,1982,1,2009,99
2011,2818,4,10,7,18,6,2,1,36,1,9,3,1,1987,1,2009,99
2012,3513,30,12,3,18,6,2,1,36,1,9,3,9,1987,1,2009,99
2013,3133,11,11,3,10,9,2,1,36,1,9,3,6,1988,1,2009,99
2014,625,25,2,3,7,21,1,1,36,1,9,3,6,1991,1,2009,99
2015,1786,24,6,3,18,1,1,1,36,1,9,3,9,1991,1,2009,99
2016,3427,21,12,1,16,18,2,1,36,1,9,3,2,2000,1,2009,99
2017,1020,3,4,5,3,1,1,1,36,1,9,3,2,9999,1,2009,99
2018,2148,2,8,7,20,19,2,1,36,1,9,3,99,9999,1,2009,99
2019,2218,2,8,7,20,19,2,1,36,1,9,3,99,9999,1,2009,99
2020,2288,2,8,7,20,19,2,1,36,1,9,3,99,9999,1,2009,99
2021,2375,12,8,3,19,17,2,1,36,1,9,3,4,9999,1,2009,99
2022,3372,16,12,3,18,16,2,1,36,1,9,3,9,9999,1,2009,99
2023,1753,20,6,6,1,18,2,1,36,1,9,4,1,2009,4,2009,99
2024,1631,6,6,6,22,5,2,2,36,1,9,4,99,9999,4,2009,99
2025,1064,7,4,2,8,22,1,1,36,1,9,5,2,9999,1,2009,99
2026,3369,16,12,3,19,5,1,1,36,1,9,5,2,9999,1,2009,99
2027,3481,27,12,7, ,1,1,1,36,1,9,5,7,9999,1,2009,99
2028,950,27,3,5,0,1,1,1,36,1,9,6,9,2007,1,2009,99
2029,2507,26,8,3,17,6,2,1,36,1,9,9,2,9999,1,2009,99
2030,3501,28,12,1,19,14,2,1,36,1,9,9,3,9999,1,2009,99
2031,1821,28,6,7,17,1,1,1,36,1,2,1,5,9999,1,2009,99
2032,540,18,2,3,20,16,1,1,36,1,2,3,9,1993,1,2009,99
2033,875,18,3,3,0,12,2,1,36,1,2,3,6,1996,1,2009,99
2034,2654,14,9,1,19,13,1,2,36,1,2,3,2,9999,1,2009,99
2035,107,11,1,7,15,11,2,1,36,1,2,3,14,1985,2,2009,99
2036,2389,14,8,5,0,14,2,1,36,1,2,4,1,9999,1,2009,99
2037,1488,17,5,7,22,7,1,1,36,1,2,9,6,2006,2,2009,99
2038,1798,26,6,5,19,1,1,1,36,1,1,1,2,1990,1,2009,99
2039,3073,3,11,2,20,1,1,1,36,1,1,1,11,1995,1,2009,99
2040,1289,28,4,2,19,1,1,1,36,1,1,1,99,9999,1,2009,99
2041,1668,11,6,4,1,1,1,1,36,1,1,1,5,9999,1,2009,99
2042,3011,28,10,3,20,1,1,1,36,1,1,1,99,9999,1,2009,99
2043,1925,9,7,4,17,1,1,1,36,1,1,2,10,1997,1,2009,99
2044,2493,24,8,1,21,6,2,1,36,1,1,2,2,2000,1,2009,99
2045,1915,9,7,4,21,1,1,1,36,1,1,2,5,2004,1,2009,99
2046,2066,26,7,7,17,6,2,1,36,1,1,2,6,9999,1,2009,99
2047,2459,22,8,6,7,1,1,1,36,1,1,3,4,2005,1,2009,99
2048,3165,18,11,3,9,9,1,1,36,1,1,3,2,2006,1,2009,99
2049,157,15,1,4,17,2,2,1,36,1,1,3,2,2007,1,2009,99
2050,737,6,3,5,16,1,2,1,36,1,1,3,2,2007,1,2009,99
2051,1178,17,4,5,22,1,1,1,36,1,1,3,99,9999,1,2009,99
2052,1981,16,7,4,1,1,1,1,36,1,1,3,5,9999,1,2009,99
2053,2086,28,7,2,17,3,2,1,36,1,1,3,6,9999,1,2009,99
2054,2092,29,7,3,18,12,2,1,36,1,1,3,99,9999,1,2009,99
2055,1507,19,5,2,6,12,2,1,36,1,1,3,99,9999,2,2009,99
2056,1174,17,4,5,5,21,2,1,36,1,1,3,4,2008,3,2009,99
2057,1199,19,4,7,11,19,2,1,36,1,1,3,11,1989,4,2009,99
2058,1993,17,7,5,0,18,2,1,36,1,1,4,5,2008,1,2009,99
2059,28,2,1,5,10,18,2,2,36,1,1,4,99,9999,2,2009,99
2060,2016,20,7,1,16,1,1,1,36,1,1,4,5,9999,2,2009,99
2061,2349,9,8,7,19,20,2,1,36,1,1,4,99,9999,2,2009,99
2062,1662,9,6,2,10,14,1,1,36,1,1,5,2,1995,1,2009,99
2063,1384,7,5,4,19,1,1,1,36,1,1,5,99,9999,2,2009,99
2064,217,21,1,3,21,5,2,1,36,1,1,6,3,1995,1,2009,99
2065,2069,26,7,7,15,7,2,1,36,1,1,7,3,9999,1,2009,99
2066,3390,19,12,6,14,1,2,1,36,1,1,7,2,1983,4,2009,99
2067,144,14,1,3,14,18,2,1,36,1,1,9,2,2003,1,2009,99
2068,1881,5,7,7,0,1,1,1,36,1,1,9,11,2008,1,2009,99
2069,630,25,2,3,7,10,2,1,37,1,9,1,4,2008,1,2009,99
2070,3512,30,12,3,15,19,2,1,37,1,9,1,2,2008,1,2009,99
2071,2798,2,10,5,23,1,2,1,37,1,9,1,4,9999,1,2009,99
2072,3248,30,11,1,14,5,2,1,37,1,9,1,2,9999,1,2009,99
2073,3526,31,12,4,19,11,2,1,37,1,9,1,7,9999,1,2009,99
2074,2624,11,9,5,15,10,2,1,37,1,9,3,2,2006,1,2009,99
2075,3280,5,12,6,4,18,2,1,37,1,9,3,1,9999,1,2009,99
2076,3459,24,12,4,18,2,2,1,37,1,9,3,2,1986,2,2009,99
2077,774,8,3,7,9,15,2,1,37,1,9,3,2,9999,2,2009,99
2078,3069,2,11,1,11,8,2,1,37,1,9,3,99,9999,2,2009,99
2079,2969,22,10,4,21,18,2,1,37,1,9,4,3,2005,1,2009,99
2080,2483,23,8,7,23,17,2,1,37,1,9,4,3,9999,1,2009,99
2081,2345,8,8,6,17,10,2,1,37,1,9,4,1,9999,3,2009,99
2082,2505,26,8,3,7,20,2,1,37,1,9,5,6,9999,1,2009,99
2083,1063,7,4,2,20,22,2,1,37,1,9,5,2,9999,3,2009,99
2084,1355,5,5,2,9,19,2,1,37,1,9,5,2,2008,4,2009,99
2085,997,31,3,2,16,6,2,1,37,1,9,5,8,9999,4,2009,99
2086,870,18,3,3,12,22,2,1,37,1,9,6,2,1999,1,2009,99
2087,2433,19,8,3,6,2,2,1,37,1,9,9,1,9999,1,2009,99
2088,2727,24,9,4,17,1,2,1,37,1,9,9,6,9999,3,2009,99
2089,1838,30,6,2,15,1,1,1,37,1,9,11,99,9999,1,2009,99
2090,3007,27,10,2,16,5,2,1,37,1,9,12,1,1995,1,2009,99
2091,1281,26,4,7,19,1,1,1,37,1,9,12,1,9999,1,2009,99
2092,932,25,3,3,18,10,1,1,37,1,2,1,8,1995,1,2009,99
2093,1319,2,5,6,0,1,1,1,37,1,2,1,9,1999,1,2009,99
2094,3515,30,12,3,16,16,2,1,37,1,2,3,6,2001,1,2009,99
2095,279,26,1,1,15,13,2,1,37,1,2,3,5,9999,1,2009,99
2096,1336,3,5,7,1,9,1,1,37,1,2,3,4,9999,1,2009,99
2097,1406,10,5,6,21,16,2,1,37,1,2,3,6,9999,1,2009,99
2098,2443,20,8,4,22,10,2,1,37,1,2,3,11,9999,1,2009,99
2099,3199,22,11,7,15,10,2,1,37,1,2,3,1,9999,1,2009,99
2100,3455,24,12,4,16,1,2,1,37,1,2,3,2,9999,1,2009,99
2101,740,6,3,5,0,13,2,1,37,1,2,3,99,1990,2,2009,99
2102,1456,14,5,4,23,16,1,1,37,1,2,3,9,2001,2,2009,99
2103,239,23,1,5,5,17,2,1,37,1,2,3,3,9999,2,2009,99
2104,2908,16,10,5,14,15,2,1,37,1,2,4,5,2007,1,2009,99
2105,2753,27,9,7,0,18,1,1,37,1,2,4,99,9999,4,2009,99
2106,2476,23,8,7,18,21,2,1,37,1,2,7,7,1993,1,2009,99
2107,2400,16,8,7,2,1,1,2,37,1,2,8,1,1995,2,2009,99
2108,766,8,3,7,17,5,2,1,37,1,1,1,1,1992,1,2009,99
2109,2079,27,7,1,18,1,2,2,37,1,1,1,4,1997,1,2009,99
2110,2385,14,8,5,13,1,1,2,37,1,1,1,6,1998,1,2009,99
2111,711,3,3,2,14,9,2,1,37,1,1,1,2,2007,1,2009,99
2112,895,21,3,6,15,5,2,1,37,1,1,1,5,2007,1,2009,99
2113,591,22,2,7,21,9,1,1,37,1,1,1,2,9999,1,2009,99
2114,2948,20,10,2,21,1,1,1,37,1,1,1,4,9999,1,2009,99
2115,3245,29,11,7,12,5,2,1,37,1,1,1,5,9999,1,2009,99
2116,1983,16,7,4,12,19,2,1,37,1,1,1,2,1985,2,2009,99
2117,648,27,2,5,8,22,2,1,37,1,1,2,4,1989,1,2009,99
2118,2700,19,9,6,19,15,2,1,37,1,1,2,9,1997,1,2009,99
2119,614,23,2,1,14,17,2,1,37,1,1,2,2,1998,1,2009,99
2120,2362,11,8,2,14,13,2,1,37,1,1,3,3,1985,1,2009,99
2121,775,8,3,7,22,2,1,1,37,1,1,3,9,1987,1,2009,99
2122,32,2,1,5,19,4,2,1,37,1,1,3,2,9999,1,2009,99
2123,1511,20,5,3,23,1,1,1,37,1,1,3,2,9999,1,2009,99
2124,3259,2,12,3,12,1,1,1,37,1,1,3,4,9999,1,2009,99
2125,1613,4,6,4,17,22,2,1,37,1,1,3,1,1991,2,2009,99
2126,1567,29,5,5,23,13,2,1,37,1,1,3,3,1996,3,2009,99
2127,1191,18,4,6,15,20,2,1,37,1,1,3,99,2000,3,2009,99
2128,2336,8,8,6,10,1,1,1,37,1,1,3,5,9999,3,2009,99
2129,87,10,1,6,21,1,2,1,37,1,1,4,5,2008,1,2009,99
2130,348,1,2,7,0,12,2,1,37,1,1,4,99,9999,1,2009,99
2131,231,22,1,4,17,14,1,1,37,1,1,4,99,9999,2,2009,99
2132,289,28,1,3,17,1,1,1,37,1,1,5,99,1998,1,2009,99
2133,167,16,1,5,10,5,2,1,37,1,1,5,2,2005,1,2009,99
2134,147,14,1,3,11,1,2,1,37,1,1,5,2,9999,1,2009,99
2135,1988,16,7,4,18,18,2,1,37,1,1,6,2,1993,1,2009,99
2136,2568,2,9,3,12,5,2,1,37,1,1,6,2,1994,1,2009,99
2137,827,13,3,5,20,10,2,1,37,1,1,6,2,2000,1,2009,99
2138,872,18,3,3,1,5,2,1,37,1,1,6,1,9999,1,2009,99
2139,2377,13,8,4,5,1,1,1,37,1,1,6,99,9999,2,2009,99
2140,1270,26,4,7,19,20,2,1,37,1,1,7,2,2007,1,2009,99
2141,2031,21,7,2,13,5,2,1,37,1,1,8,5,2002,1,2009,99
2142,949,27,3,5,2,1,1,1,37,1,1,10,2,2008,1,2009,99
2143,2588,6,9,7,13,1,1,1,38,1,9,1,9,1983,1,2009,99
2144,2846,9,10,5,10,5,2,1,38,1,9,1,5,1997,1,2009,99
2145,1750,20,6,6,0,5,2,1,38,1,9,1,4,9999,1,2009,99
2146,1958,13,7,1,22,19,2,1,38,1,9,1,4,9999,1,2009,99
2147,2877,13,10,2,9,22,2,1,38,1,9,1,4,9999,1,2009,99
2148,2395,15,8,6,1,3,2,1,38,1,9,1,8,1991,2,2009,99
2149,1291,28,4,2,0,3,1,1,38,1,9,1,6,9999,2,2009,99
2150,1909,7,7,2,4,6,2,1,38,1,9,3,6,9999,1,2009,99
2151,2869,12,10,1,14,16,2,1,38,1,9,3,2,9999,3,2009,99
2152,2746,26,9,6,6,13,2,1,38,1,9,3,4,9999,4,2009,99
2153,3211,24,11,2,17,15,2,1,38,1,9,3,9,9999,4,2009,99
2154,821,13,3,5,2,1,1,1,38,1,9,5,2,1999,1,2009,99
2155,96,10,1,6,23,14,2,1,38,1,9,5,3,9999,3,2009,99
2156,1068,7,4,2,7,18,2,1,38,1,9,6,1,1998,1,2009,99
2157,35,3,1,6,18,10,2,1,38,1,9,6,2,9999,1,2009,99
2158,2517,27,8,4,11,6,2,1,38,1,9,7,6,1987,1,2009,99
2159,2898,15,10,4,16,4,2,1,38,1,9,9,3,9999,1,2009,99
2160,2872,12,10,1,16,10,2,2,38,1,9,12,7,1988,3,2009,99
2161,3058,1,11,7,14,10,1,1,38,1,9,14,1,9999,1,2009,99
2162,1779,23,6,2,1,20,2,1,38,1,2,1,99,1995,1,2009,99
2163,1375,7,5,4,17,1,1,1,38,1,2,1,9,2002,1,2009,99
2164,2457,22,8,6,23,1,1,1,38,1,2,1,2,2006,1,2009,99
2165,1485,17,5,7,6,17,2,1,38,1,2,1,1,9999,1,2009,99
2166,168,16,1,5,21,9,1,2,38,1,2,1,6,2006,3,2009,99
2167,763,8,3,7,16,5,2,1,38,1,2,1,5,9999,4,2009,99
2168,3005,26,10,1,20,6,2,1,38,1,2,2,7,1986,1,2009,99
2169,1740,19,6,5,20,10,2,1,38,1,2,2,11,1995,1,2009,99
2170,27,2,1,5,12,9,2,1,38,1,2,3,1,1986,1,2009,99
2171,1467,16,5,6,1,5,2,1,38,1,2,3,6,1987,1,2009,99
2172,682,1,3,7,17,3,2,1,38,1,2,3,4,2003,1,2009,99
2173,428,8,2,7,0,13,2,1,38,1,2,3,9,9999,2,2009,99
2174,3209,24,11,2,19,22,2,1,38,1,2,4,3,9999,1,2009,99
2175,1453,14,5,4,18,20,2,1,38,1,2,4,99,9999,2,2009,99
2176,3325,11,12,5,21,1,2,1,38,1,2,14,1,2005,3,2009,99
2177,1935,11,7,6,18,1,1,1,38,1,1,1,2,1990,1,2009,99
2178,1891,5,7,7,16,9,2,1,38,1,1,1,2,1991,1,2009,99
2179,215,21,1,3,10,1,1,1,38,1,1,1,2,1995,1,2009,99
2180,309,30,1,5,2,1,1,1,38,1,1,1,6,1995,1,2009,99
2181,2852,10,10,6,1,1,1,2,38,1,1,1,6,1998,1,2009,99
2182,1519,21,5,4,11,9,1,2,38,1,1,1,6,1999,1,2009,99
2183,1633,6,6,6,17,16,2,2,38,1,1,1,3,2007,1,2009,99
2184,139,14,1,3,17,1,1,1,38,1,1,1,2,2008,1,2009,99
2185,2056,25,7,6,16,13,2,1,38,1,1,1,9,9999,1,2009,99
2186,1951,12,7,7,23,9,1,1,38,1,1,2,7,2007,1,2009,99
2187,3212,24,11,2,22,5,2,2,38,1,1,2,4,9999,1,2009,99
2188,2632,11,9,5,3,3,2,1,38,1,1,3,4,1985,1,2009,99
2189,278,26,1,1,11,13,2,1,38,1,1,3,9,1991,1,2009,99
2190,1675,11,6,4,7,7,2,1,38,1,1,3,5,1994,1,2009,99
2191,3233,28,11,6,9,5,2,1,38,1,1,3,2,1995,1,2009,99
2192,3449,24,12,4,17,1,1,1,38,1,1,3,3,1995,1,2009,99
2193,51,4,1,7,17,14,2,1,38,1,1,3,4,2007,1,2009,99
2194,539,18,2,3,9,8,2,1,38,1,1,3,5,2007,1,2009,99
2195,1555,24,5,7,23,1,1,1,38,1,1,3,5,2007,1,2009,99
2196,1530,22,5,5,9,9,2,1,38,1,1,3,5,2008,1,2009,99
2197,1694,14,6,7,1,1,2,1,38,1,1,3,5,9999,1,2009,99
2198,3239,29,11,7,7,1,1,1,38,1,1,3,99,1983,3,2009,99
2199,194,18,1,7,15,20,2,1,38,1,1,3,1,9999,3,2009,99
2200,1371,6,5,3,0,16,2,1,38,1,1,3,99,9999,3,2009,99
2201,195,18,1,7,1,5,2,1,38,1,1,4,2,9999,1,2009,99
2202,1516,21,5,4,17,1,1,1,38,1,1,4,4,9999,1,2009,99
2203,1802,26,6,5,10,10,2,1,38,1,1,4,99,9999,2,2009,99
2204,317,31,1,6,10,2,2,1,38,1,1,4,99,9999,4,2009,99
2205,1699,14,6,7,10,5,2,1,38,1,1,6,99,9999,1,2009,99
2206,1812,27,6,6,0,10,2,1,38,1,1,6,14,9999,1,2009,99
2207,2462,22,8,6,17,1,1,1,38,1,1,7,1,1990,1,2009,99
2208,393,6,2,5,20,7,2,1,38,1,1,9,4,1986,1,2009,99
2209,2178,5,8,3,11,16,2,1,38,1,1,9,2,2007,1,2009,99
2210,2248,5,8,3,11,16,2,1,38,1,1,9,2,2007,1,2009,99
2211,2318,5,8,3,11,16,2,1,38,1,1,9,2,2007,1,2009,99
2212,433,8,2,7,17,3,2,1,38,1,1,9,2,2008,1,2009,99
2213,1380,7,5,4,18,14,2,1,38,1,1,9,2,9999,1,2009,99
2214,340,1,2,7,16,6,1,1,38,1,1,14,99,9999,1,2009,99
2215,2612,9,9,3,10,1,1,1,39,1,9,1,8,1991,1,2009,99
2216,2535,28,8,5,8,1,1,1,39,1,9,1,99,1998,1,2009,99
2217,911,23,3,1,6,1,1,1,39,1,9,1,11,2000,1,2009,99
2218,3360,15,12,2,10,16,1,2,39,1,9,2,5,1998,1,2009,99
2219,762,8,3,7,5,3,2,1,39,1,9,2,3,9999,2,2009,99
2220,1065,7,4,2,17,6,2,1,39,1,9,2,99,9999,2,2009,99
2221,3351,14,12,1,12,1,1,1,39,1,9,3,5,1984,1,2009,99
2222,2014,19,7,7,8,3,2,2,39,1,9,3,5,1987,1,2009,99
2223,2888,14,10,3,14,11,2,1,39,1,9,3,11,2008,1,2009,99
2224,803,11,3,3,10,10,2,1,39,1,9,3,1,9999,1,2009,99
2225,2404,16,8,7,17,10,2,1,39,1,9,3,1,1986,2,2009,99
2226,2569,2,9,3,14,14,2,1,39,1,9,3,7,1982,3,2009,99
2227,2708,20,9,7,10,1,1,1,39,1,9,4,3,9999,2,2009,99
2228,1830,29,6,1,0,20,1,1,39,1,9,4,99,9999,4,2009,99
2229,2834,7,10,3,17,20,2,1,39,1,9,4,7,9999,4,2009,99
2230,3175,20,11,5,10,1,1,1,39,1,9,4,3,9999,4,2009,99
2231,1241,23,4,4,9,18,2,1,39,1,9,5,2,9999,1,2009,99
2232,2036,22,7,3,13,9,2,1,39,1,9,6,6,1997,1,2009,99
2233,2887,14,10,3,15,10,2,1,39,1,9,6,1,1998,1,2009,99
2234,727,4,3,3,5,1,2,1,39,1,9,6,2,9999,3,2009,99
2235,1994,17,7,5,21,1,1,1,39,1,9,7,7,1980,1,2009,99
2236,529,17,2,2,5,10,2,1,39,1,9,7,7,1992,1,2009,99
2237,2140,2,8,7,17,11,2,1,39,1,9,7,99,9999,1,2009,99
2238,2210,2,8,7,17,11,2,1,39,1,9,7,99,9999,1,2009,99
2239,2280,2,8,7,17,11,2,1,39,1,9,7,99,9999,1,2009,99
2240,767,8,3,7,8,22,1,1,39,1,9,7,9,9999,4,2009,99
2241,1982,16,7,4,16,1,1,1,39,1,2,1,5,1993,1,2009,99
2242,2023,20,7,1,16,14,1,1,39,1,2,1,2,1998,1,2009,99
2243,1482,17,5,7,20,9,1,1,39,1,2,1,6,9999,1,2009,99
2244,2707,20,9,7,5,1,1,1,39,1,2,1,6,1995,2,2009,99
2245,761,8,3,7,4,1,1,1,39,1,2,2,14,1995,2,2009,99
2246,2447,20,8,4,17,17,2,1,39,1,2,3,8,1993,1,2009,99
2247,2108,31,7,5,15,5,2,1,39,1,2,3,3,1994,1,2009,99
2248,55,5,1,1,9,14,1,1,39,1,2,3,7,1974,2,2009,99
2249,1971,14,7,2,0,10,2,1,39,1,2,3,5,1992,2,2009,99
2250,3383,18,12,5,23,12,1,1,39,1,2,3,6,1994,2,2009,99
2251,1620,5,6,5,0,11,2,1,39,1,2,3,3,9999,2,2009,99
2252,816,12,3,4,21,17,1,1,39,1,2,3,4,1982,3,2009,99
2253,3290,6,12,7,21,19,2,1,39,1,2,4,3,2006,2,2009,99
2254,1681,12,6,5,17,20,2,1,39,1,2,5,2,9999,1,2009,99
2255,3309,8,12,2,4,14,2,1,39,1,2,9,2,9999,2,2009,99
2256,2152,3,8,1,14,9,2,1,39,1,1,1,99,9999,1,2009,99
2257,2222,3,8,1,14,9,2,1,39,1,1,1,99,9999,1,2009,99
2258,2292,3,8,1,14,9,2,1,39,1,1,1,99,9999,1,2009,99
2259,2440,20,8,4,18,12,2,1,39,1,1,1,2,9999,1,2009,99
2260,9,1,1,4,8,5,2,1,39,1,1,1,14,1983,3,2009,99
2261,497,14,2,6,1,1,1,1,39,1,1,2,3,2007,1,2009,99
2262,408,7,2,6,18,14,2,1,39,1,1,3,6,1993,1,2009,99
2263,1226,21,4,2,0,1,1,1,39,1,1,3,2,2004,1,2009,99
2264,885,20,3,5,5,5,2,1,39,1,1,3,4,2008,1,2009,99
2265,1126,11,4,6,16,14,2,1,39,1,1,3,2,9999,1,2009,99
2266,888,20,3,5,12,12,1,1,39,1,1,3,99,9999,2,2009,99
2267,3378,18,12,5,4,1,2,1,39,1,1,3,1,9999,2,2009,99
2268,58,5,1,1,13,1,1,1,39,1,1,4,1,9999,1,2009,99
2269,2786,30,9,3,20,16,2,1,39,1,1,5,2,1987,1,2009,99
2270,2098,30,7,4,11,1,1,1,39,1,1,5,2,2003,1,2009,99
2271,690,2,3,1,15,14,2,1,39,1,1,5,4,9999,1,2009,99
2272,991,30,3,1,4,10,2,1,39,1,1,6,2,1992,1,2009,99
2273,1980,15,7,3,14,2,2,1,39,1,1,6,2,1998,1,2009,99
2274,707,3,3,2,8,5,2,1,39,1,1,6,2,1999,1,2009,99
2275,2719,22,9,2,14,7,2,1,39,1,1,7,8,1995,1,2009,99
2276,2920,17,10,6,20,1,1,1,39,1,1,7,2,9999,1,2009,99
2277,1385,8,5,5,8,21,1,1,39,1,1,9,6,2008,1,2009,99
2278,753,7,3,6,7,7,2,1,39,1,1,9,6,9999,1,2009,99
2279,1438,12,5,2,6,14,2,1,39,1,1,9,1,2004,2,2009,99
2280,1933,11,7,6,19,1,1,1,39,1,1,12,6,1993,1,2009,99
2281,4,1,1,4,23,1,2,1,40,1,9,1,9,1986,1,2009,99
2282,1873,4,7,6,19,22,2,1,40,1,9,1,5,9999,1,2009,99
2283,2638,12,9,6,15,18,2,2,40,1,9,1,99,9999,1,2009,99
