,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,muni_ocu,num_hecho,g_edad_pil,edad_m1
1271,20,9,1,6,5,2,99,1,25,1,3,3,9999,1,2010,-1,-1,-1,1
1272,24,11,3,6,12,2,99,1,35,1,3,9,9999,1,2010,-1,-1,-1,1
1273,24,11,3,6,12,2,99,1,51,1,5,14,9999,1,2010,-1,-1,-1,1
1274,29,6,2,6,1,1,3,2,19,1,1,2,2006,1,2010,-1,-1,-1,1
1275,29,6,2,6,1,1,3,1,26,1,12,1,9999,1,2010,-1,-1,-1,1
1276,21,12,2,6,9,2,99,1,23,1,3,9,1990,1,2010,-1,-1,-1,1
1277,21,12,2,6,9,2,99,1,38,1,5,2,2000,1,2010,-1,-1,-1,1
1278,31,1,7,6,6,2,99,9,999,9,7,6,9999,1,2010,-1,-1,-1,9
1279,30,10,6,6,1,2,99,1,27,9,16,2,1994,1,2010,-1,-1,-1,1
1280,30,10,6,6,1,2,99,1,23,9,1,4,1994,1,2010,-1,-1,-1,1
1281,29,5,6,6,19,2,99,1,53,1,3,2,2003,1,2010,-1,-1,-1,1
1282,26,12,7,6,15,2,99,1,32,1,9,2,2008,1,2010,-1,-1,-1,1
1283,26,12,7,6,15,2,99,1,35,1,2,6,9999,1,2010,-1,-1,-1,1
1284,30,3,2,6,9,2,99,9,999,9,3,3,1988,1,2010,-1,-1,-1,9
1285,30,3,2,6,9,2,99,1,32,1,6,6,2006,1,2010,-1,-1,-1,1
1286,27,4,2,6,17,2,99,1,30,1,4,3,2006,1,2010,-1,-1,-1,1
1287,27,4,2,6,17,2,99,1,27,1,9,2,2008,1,2010,-1,-1,-1,1
1288,30,4,5,6,4,2,99,1,28,1,1,1,1997,1,2010,-1,-1,-1,1
1289,30,4,5,6,4,2,99,1,21,1,4,1,2007,1,2010,-1,-1,-1,1
1290,1,5,6,6,1,1,9,1,24,2,1,4,9999,2,2010,-1,-1,-1,1
1291,1,7,4,6,1,2,99,9,999,9,1,5,1991,2,2010,-1,-1,-1,9
1292,1,8,7,6,13,2,99,1,22,2,3,99,9999,2,2010,-1,-1,-1,1
1293,1,1,5,6,9,1,2,1,23,9,1,5,1992,2,2010,-1,-1,-1,1
1294,1,4,4,6,5,2,99,1,25,1,1,6,9999,3,2010,-1,-1,-1,1
1295,7,9,2,6,17,2,99,1,999,9,3,99,9999,3,2010,-1,-1,-1,9
1296,11,6,5,6,1,1,18,1,30,1,5,99,9999,2,2010,-1,-1,-1,1
1297,15,1,5,6,5,2,99,1,25,1,9,2,2005,2,2010,-1,-1,-1,1
1298,11,7,7,6,1,1,10,9,999,9,1,2,9999,3,2010,-1,-1,-1,9
1299,13,9,1,6,1,1,10,1,26,1,1,4,9999,2,2010,-1,-1,-1,1
1300,12,5,3,6,11,2,99,1,44,1,2,1,1992,2,2010,-1,-1,-1,1
1301,15,8,7,6,1,1,4,1,999,9,1,9,1994,2,2010,-1,-1,-1,9
1302,21,1,4,6,5,2,99,1,54,9,7,6,9999,3,2010,-1,-1,-1,1
1303,16,3,2,6,1,1,5,1,42,9,1,10,9999,2,2010,-1,-1,-1,1
1304,20,11,6,6,6,2,99,1,27,9,3,11,1983,2,2010,-1,-1,-1,1
1305,28,1,4,6,20,1,99,1,20,9,4,99,9999,4,2010,-1,-1,-1,1
1306,22,11,1,6,5,2,99,1,25,1,5,99,9999,3,2010,-1,-1,-1,1
1307,20,12,1,6,19,2,99,1,45,2,3,9,1998,2,2010,-1,-1,-1,1
1308,31,1,7,6,8,2,99,9,999,9,3,2,9999,1,2010,-1,-1,-1,9
1309,24,8,2,6,16,2,99,1,999,1,9,99,9999,2,2010,-1,-1,-1,9
1310,28,3,7,6,1,2,99,1,37,1,1,5,9999,2,2010,-1,-1,-1,1
1311,30,4,5,6,1,1,8,2,26,2,1,16,9999,2,2010,-1,-1,-1,1
1312,1,5,6,7,1,1,1,1,29,1,4,4,9999,1,2010,-1,-1,-1,1
1313,1,5,6,7,1,1,1,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
1314,1,9,3,7,2,2,99,1,18,1,2,4,2000,1,2010,-1,-1,-1,1
1315,1,9,3,7,2,2,99,1,30,1,1,4,2004,1,2010,-1,-1,-1,1
1316,1,3,1,7,1,1,11,1,55,9,1,10,1978,1,2010,-1,-1,-1,1
1317,1,3,1,7,1,1,11,1,33,9,4,99,9999,1,2010,-1,-1,-1,1
1318,1,6,2,7,3,2,99,1,30,1,3,2,1996,1,2010,-1,-1,-1,1
1319,1,6,2,7,3,2,99,1,70,1,4,1,9999,1,2010,-1,-1,-1,1
1320,1,9,3,7,3,2,99,1,52,1,1,1,1980,1,2010,-1,-1,-1,1
1321,1,9,3,7,3,2,99,1,25,1,4,1,2008,1,2010,-1,-1,-1,1
1322,3,9,5,7,1,1,1,1,47,1,1,14,2001,1,2010,-1,-1,-1,1
1323,4,9,6,7,1,1,10,1,30,1,2,3,1996,1,2010,-1,-1,-1,1
1324,4,9,6,7,1,1,10,1,29,1,13,7,9999,1,2010,-1,-1,-1,1
1325,2,5,7,7,1,2,1,1,39,1,4,5,1976,1,2010,-1,-1,-1,1
1326,2,5,7,7,1,2,1,9,999,9,12,1,9999,1,2010,-1,-1,-1,9
1327,5,10,2,7,7,2,99,1,39,1,9,2,2007,1,2010,-1,-1,-1,1
1328,5,10,2,7,7,2,99,1,34,1,7,99,9999,1,2010,-1,-1,-1,1
1329,5,7,1,7,5,2,99,1,41,1,4,1,2007,1,2010,-1,-1,-1,1
1330,5,7,1,7,5,2,99,1,20,1,1,9,9999,1,2010,-1,-1,-1,1
1331,4,8,3,7,9,1,2,1,33,1,7,7,1990,1,2010,-1,-1,-1,1
1332,4,8,3,7,9,1,2,1,29,1,1,6,1995,1,2010,-1,-1,-1,1
1333,5,7,1,7,10,2,99,1,28,1,3,3,1988,1,2010,-1,-1,-1,1
1334,5,7,1,7,10,2,99,1,18,1,4,3,2006,1,2010,-1,-1,-1,1
1335,5,3,5,7,2,2,99,1,39,9,3,11,2003,1,2010,-1,-1,-1,1
1336,5,3,5,7,2,2,99,1,45,9,4,99,2007,1,2010,-1,-1,-1,1
1337,7,1,4,7,1,1,5,1,23,9,4,5,9999,1,2010,-1,-1,-1,1
1338,7,1,4,7,12,2,99,1,53,9,3,10,1981,1,2010,-1,-1,-1,1
1339,7,1,4,7,12,2,99,9,999,9,9,1,1996,1,2010,-1,-1,-1,9
1340,5,8,4,7,5,1,1,1,47,9,6,5,1992,1,2010,-1,-1,-1,1
1341,5,8,4,7,5,1,1,1,58,9,4,1,2003,1,2010,-1,-1,-1,1
1342,6,7,2,7,1,2,99,1,28,1,9,6,9999,1,2010,-1,-1,-1,1
1343,6,7,2,7,1,2,99,9,999,9,3,6,9999,1,2010,-1,-1,-1,9
1344,6,11,6,7,1,1,1,1,32,1,10,2,2004,1,2010,-1,-1,-1,1
1345,6,11,6,7,1,1,1,1,48,2,10,2,9999,1,2010,-1,-1,-1,1
1346,6,12,1,7,1,1,1,1,50,1,12,3,9999,1,2010,-1,-1,-1,1
1347,6,12,1,7,1,1,1,1,36,1,12,1,9999,1,2010,-1,-1,-1,1
1348,10,6,4,7,22,2,99,1,45,1,3,2,9999,1,2010,-1,-1,-1,1
1349,10,11,3,7,11,2,99,1,19,9,4,2,2007,1,2010,-1,-1,-1,1
1350,9,12,4,7,7,2,99,1,43,9,7,6,9999,1,2010,-1,-1,-1,1
1351,10,9,5,7,11,1,1,1,51,1,5,7,1994,1,2010,-1,-1,-1,1
1352,10,9,5,7,11,1,1,1,60,1,4,99,9999,1,2010,-1,-1,-1,1
1353,11,3,4,7,1,1,1,1,46,9,3,5,9999,1,2010,-1,-1,-1,1
1354,11,3,4,7,1,1,1,1,35,9,7,6,9999,1,2010,-1,-1,-1,1
1355,11,3,4,7,1,1,14,1,24,9,1,1,1998,1,2010,-1,-1,-1,1
1356,11,3,4,7,1,1,14,1,53,9,4,99,9999,1,2010,-1,-1,-1,1
1357,8,5,6,7,1,1,1,1,24,1,3,1,2008,1,2010,-1,-1,-1,1
1358,8,5,6,7,1,1,1,1,34,1,3,99,9999,1,2010,-1,-1,-1,1
1359,9,8,1,7,13,2,99,1,39,1,5,2,1995,1,2010,-1,-1,-1,1
1360,9,8,1,7,13,2,99,1,60,1,7,3,9999,1,2010,-1,-1,-1,1
1361,16,1,6,7,4,2,99,1,36,1,7,1,1981,1,2010,-1,-1,-1,1
1362,16,1,6,7,4,2,99,1,30,1,6,2,1994,1,2010,-1,-1,-1,1
1363,17,1,7,7,1,1,5,1,28,9,1,5,1999,1,2010,-1,-1,-1,1
1364,17,1,7,7,1,1,5,1,25,1,1,4,2001,1,2010,-1,-1,-1,1
1365,13,3,6,7,1,1,99,1,25,9,4,99,9999,1,2010,-1,-1,-1,1
1366,13,3,6,7,1,1,99,9,999,9,1,1,9999,1,2010,-1,-1,-1,9
1367,13,7,2,7,5,2,99,1,54,1,6,2,2002,1,2010,-1,-1,-1,1
1368,13,7,2,7,5,2,99,1,49,1,4,3,9999,1,2010,-1,-1,-1,1
1369,15,11,1,7,5,2,99,9,999,9,5,2,9999,1,2010,-1,-1,-1,9
1370,18,1,1,7,16,2,99,1,30,9,4,1,2005,1,2010,-1,-1,-1,1
1371,18,1,1,7,16,2,99,1,27,9,9,1,2006,1,2010,-1,-1,-1,1
1372,13,12,1,7,18,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
1373,13,12,1,7,18,2,99,1,28,9,4,99,9999,1,2010,-1,-1,-1,1
1374,18,10,1,7,14,2,99,1,42,1,3,6,1997,1,2010,-1,-1,-1,1
1375,14,12,2,7,1,1,12,9,999,9,5,99,9999,1,2010,-1,-1,-1,9
1376,21,2,7,7,12,2,99,1,18,9,3,3,9999,1,2010,-1,-1,-1,1
1377,21,2,7,7,14,2,99,1,999,9,9,6,2006,1,2010,-1,-1,-1,9
1378,16,3,2,7,1,1,5,1,28,2,1,6,2006,1,2010,-1,-1,-1,1
1379,16,3,2,7,1,1,5,1,30,9,4,5,9999,1,2010,-1,-1,-1,1
1380,21,10,4,7,5,2,99,1,28,1,3,14,2003,1,2010,-1,-1,-1,1
1381,21,10,4,7,5,2,99,1,31,1,3,2,2007,1,2010,-1,-1,-1,1
1382,22,2,1,7,2,2,99,1,45,1,9,4,1993,1,2010,-1,-1,-1,1
1383,22,2,1,7,2,2,99,9,999,9,3,1,9999,1,2010,-1,-1,-1,9
1384,16,8,1,7,12,2,99,1,42,1,5,3,1994,1,2010,-1,-1,-1,1
1385,16,8,1,7,12,2,99,1,42,1,1,11,9999,1,2010,-1,-1,-1,1
1386,19,11,5,7,5,2,99,1,21,9,4,1,2006,1,2010,-1,-1,-1,1
1387,19,11,5,7,5,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
1388,11,4,7,7,1,1,1,1,86,1,1,2,9999,1,2010,-1,-1,-1,1
1389,11,4,7,7,1,1,1,1,30,1,1,5,9999,1,2010,-1,-1,-1,1
1390,17,12,5,7,7,2,99,1,999,1,7,2,1988,1,2010,-1,-1,-1,9
1391,17,12,5,7,7,2,99,1,44,1,5,2,1988,1,2010,-1,-1,-1,1
1392,24,6,4,7,10,2,99,1,54,1,3,11,1984,1,2010,-1,-1,-1,1
1393,24,6,4,7,10,2,99,1,43,1,3,11,1986,1,2010,-1,-1,-1,1
1394,24,6,4,7,17,2,99,1,55,1,5,7,1991,1,2010,-1,-1,-1,1
1395,24,6,4,7,17,2,99,1,23,1,4,1,2010,1,2010,-1,-1,-1,1
1396,17,3,3,7,11,2,99,1,24,9,6,2,2006,1,2010,-1,-1,-1,1
1397,17,3,3,7,11,2,99,1,20,9,6,5,2008,1,2010,-1,-1,-1,1
1398,19,8,4,7,1,1,12,1,47,1,3,6,1998,1,2010,-1,-1,-1,1
1399,19,8,4,7,1,1,12,1,20,1,4,1,9999,1,2010,-1,-1,-1,1
1400,26,2,5,7,1,2,99,1,34,9,1,4,2009,1,2010,-1,-1,-1,1
1401,26,2,5,7,1,2,99,1,19,9,4,1,9999,1,2010,-1,-1,-1,1
1402,19,3,5,7,1,1,99,1,37,9,5,3,1999,1,2010,-1,-1,-1,1
1403,19,3,5,7,1,1,99,1,999,9,4,99,9999,1,2010,-1,-1,-1,9
1404,19,9,7,7,10,2,99,1,19,1,4,3,9999,1,2010,-1,-1,-1,1
1405,19,9,7,7,10,2,99,1,32,1,3,9,9999,1,2010,-1,-1,-1,1
1406,25,10,1,7,9,2,99,1,60,1,6,2,1996,1,2010,-1,-1,-1,1
1407,25,10,1,7,9,2,99,1,35,1,6,2,1999,1,2010,-1,-1,-1,1
1408,21,11,7,7,1,1,12,2,24,1,1,9,1999,1,2010,-1,-1,-1,1
1409,19,12,7,7,12,2,99,1,47,9,3,1,1987,1,2010,-1,-1,-1,1
1410,19,12,7,7,12,2,99,1,25,9,4,1,2007,1,2010,-1,-1,-1,1
1411,21,5,5,7,5,2,99,1,56,1,9,11,9999,1,2010,-1,-1,-1,1
1412,21,5,5,7,5,2,99,1,25,1,4,1,9999,1,2010,-1,-1,-1,1
1413,20,7,2,7,3,2,99,1,28,1,5,2,1989,1,2010,-1,-1,-1,1
1414,20,7,2,7,3,2,99,9,999,9,3,3,1994,1,2010,-1,-1,-1,9
1415,20,12,1,7,1,1,1,1,27,1,12,7,1984,1,2010,-1,-1,-1,1
1416,20,12,1,7,1,1,1,1,24,1,12,1,9999,1,2010,-1,-1,-1,1
1417,23,5,7,7,18,2,99,1,30,1,3,4,1987,1,2010,-1,-1,-1,1
1418,23,5,7,7,18,2,99,1,25,1,9,6,9999,1,2010,-1,-1,-1,1
1419,23,9,4,7,1,1,5,1,50,1,1,2,9999,1,2010,-1,-1,-1,1
1420,23,9,4,7,1,1,5,1,20,1,1,4,9999,1,2010,-1,-1,-1,1
1421,23,9,4,7,1,1,5,1,60,1,1,4,9999,1,2010,-1,-1,-1,1
1422,23,9,4,7,1,1,5,1,31,1,1,1,9999,1,2010,-1,-1,-1,1
1423,30,1,6,7,1,2,99,1,27,2,1,2,9999,1,2010,-1,-1,-1,1
1424,30,1,6,7,1,2,99,1,50,9,1,5,9999,1,2010,-1,-1,-1,1
1425,26,11,5,7,1,1,12,1,28,9,8,2,1996,1,2010,-1,-1,-1,1
1426,26,11,5,7,1,1,12,1,31,9,1,1,2001,1,2010,-1,-1,-1,1
1427,22,8,7,7,19,2,99,2,19,1,4,99,9999,1,2010,-1,-1,-1,1
1428,22,8,7,7,19,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
1429,27,11,6,7,6,2,99,1,28,9,4,1,9999,1,2010,-1,-1,-1,1
1430,27,11,6,7,6,2,99,1,41,1,3,1,9999,1,2010,-1,-1,-1,1
1431,23,8,1,7,18,1,99,1,44,1,4,99,9999,1,2010,-1,-1,-1,1
1432,23,8,1,7,18,1,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
1433,28,11,7,7,20,2,99,1,20,2,4,3,9999,1,2010,-1,-1,-1,1
1434,28,11,7,7,20,2,99,1,19,1,3,4,9999,1,2010,-1,-1,-1,1
1435,25,8,3,7,16,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
1436,25,8,3,7,16,2,99,2,95,1,9,99,9999,1,2010,-1,-1,-1,1
1437,29,5,6,7,17,2,99,1,42,1,14,99,9999,1,2010,-1,-1,-1,1
1438,29,5,6,7,17,2,99,9,999,9,1,1,9999,1,2010,-1,-1,-1,9
1439,21,4,3,7,1,2,12,1,36,9,17,7,9999,1,2010,-1,-1,-1,1
1440,21,4,3,7,1,2,12,1,36,9,6,99,9999,1,2010,-1,-1,-1,1
1441,28,9,2,7,4,2,99,9,999,9,5,5,1984,1,2010,-1,-1,-1,9
1442,29,12,3,7,19,2,99,1,27,9,1,4,9999,1,2010,-1,-1,-1,1
1443,29,12,3,7,19,2,99,1,35,9,3,4,9999,1,2010,-1,-1,-1,1
1444,26,3,5,7,6,2,99,1,56,9,12,7,9999,1,2010,-1,-1,-1,1
1445,26,3,5,7,6,2,99,1,20,9,4,1,9999,1,2010,-1,-1,-1,1
1446,30,12,4,7,20,2,99,1,999,1,5,2,1988,1,2010,-1,-1,-1,9
1447,30,12,4,7,20,2,99,1,999,1,9,2,2004,1,2010,-1,-1,-1,9
1448,27,4,2,7,9,2,99,1,35,1,2,5,2000,1,2010,-1,-1,-1,1
1449,27,4,2,7,9,2,99,1,33,1,5,3,9999,1,2010,-1,-1,-1,1
1450,1,6,2,7,14,2,99,1,16,1,3,1,1985,3,2010,-1,-1,-1,2
1451,1,5,6,7,1,1,7,1,22,2,1,5,9999,2,2010,-1,-1,-1,1
1452,1,4,4,7,19,2,99,1,50,1,1,4,2003,4,2010,-1,-1,-1,1
1453,4,2,4,7,21,1,99,1,43,9,3,9,9999,3,2010,-1,-1,-1,1
1454,2,11,2,7,6,2,99,1,33,9,5,99,9999,4,2010,-1,-1,-1,1
1455,4,6,5,7,1,1,9,1,27,1,4,3,9999,2,2010,-1,-1,-1,1
1456,8,2,1,7,17,2,99,1,30,9,4,99,9999,4,2010,-1,-1,-1,1
1457,8,6,2,7,14,2,99,1,28,1,5,6,9999,4,2010,-1,-1,-1,1
1458,8,9,3,7,16,2,99,1,999,9,9,3,9999,3,2010,-1,-1,-1,9
1459,13,6,7,7,1,1,10,1,49,1,2,6,1998,2,2010,-1,-1,-1,1
1460,11,7,7,7,19,2,99,1,24,1,1,99,1998,3,2010,-1,-1,-1,1
1461,10,5,1,7,1,1,10,1,23,1,5,2,2009,1,2010,-1,-1,-1,1
1462,13,9,1,7,12,2,99,1,48,1,3,2,1982,3,2010,-1,-1,-1,1
1463,14,3,7,7,1,1,9,9,999,9,12,1,9999,3,2010,-1,-1,-1,9
1464,20,1,3,7,11,2,99,9,999,9,7,7,9999,1,2010,-1,-1,-1,9
1465,21,1,4,7,12,2,99,1,24,9,1,99,9999,3,2010,-1,-1,-1,1
1466,22,1,5,7,11,2,99,1,62,9,3,99,9999,3,2010,-1,-1,-1,1
1467,21,2,7,7,13,2,99,1,25,9,3,2,1984,4,2010,-1,-1,-1,1
1468,23,10,6,7,16,2,99,1,50,2,3,99,1994,2,2010,-1,-1,-1,1
1469,14,4,3,7,16,2,99,9,999,9,3,3,9999,2,2010,-1,-1,-1,9
1470,29,1,5,7,16,2,99,1,38,9,3,6,9999,3,2010,-1,-1,-1,1
1471,20,12,1,7,9,2,99,1,34,1,3,3,1996,1,2010,-1,-1,-1,1
1472,20,12,1,7,9,2,99,2,35,1,3,1,1998,1,2010,-1,-1,-1,1
1473,28,10,4,7,17,1,99,1,52,9,14,99,9999,2,2010,-1,-1,-1,1
1474,27,11,6,7,14,2,99,1,36,1,3,6,9999,4,2010,-1,-1,-1,1
1475,25,12,6,7,10,2,99,9,999,9,3,3,9999,3,2010,-1,-1,-1,9
1476,24,3,3,7,2,2,99,1,42,1,3,4,1986,3,2010,-1,-1,-1,1
1477,27,3,6,7,6,2,99,1,35,1,3,1,9999,3,2010,-1,-1,-1,1
1478,31,12,5,7,17,2,99,1,999,1,4,99,9999,1,2010,-1,-1,-1,9
1479,27,4,2,7,7,2,99,1,54,1,5,99,1985,2,2010,-1,-1,-1,1
1480,1,5,6,8,1,1,4,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
1481,1,9,3,8,1,1,9,1,23,1,12,2,1992,1,2010,-1,-1,-1,1
1482,2,3,2,8,9,1,5,1,38,9,1,9,1994,1,2010,-1,-1,-1,1
1483,2,3,2,8,9,1,5,1,45,9,9,2,9999,1,2010,-1,-1,-1,1
1484,3,9,5,8,1,1,6,1,28,1,1,5,1992,1,2010,-1,-1,-1,1
1485,3,9,5,8,1,1,6,1,999,1,4,3,9999,1,2010,-1,-1,-1,9
1486,3,12,5,8,1,1,18,1,24,9,12,1,9999,1,2010,-1,-1,-1,1
1487,3,12,5,8,1,1,18,1,26,9,12,1,9999,1,2010,-1,-1,-1,1
1488,2,1,6,8,6,2,99,1,20,1,4,5,2008,1,2010,-1,-1,-1,1
1489,2,1,6,8,6,2,99,1,29,1,5,1,9999,1,2010,-1,-1,-1,1
1490,3,7,6,8,5,2,99,1,24,1,11,2,9999,1,2010,-1,-1,-1,1
1491,3,7,6,8,5,2,99,1,33,1,12,1,9999,1,2010,-1,-1,-1,1
1492,2,6,3,8,9,2,99,1,26,1,3,1,1986,1,2010,-1,-1,-1,1
1493,2,6,3,8,9,2,99,1,31,1,4,1,9999,1,2010,-1,-1,-1,1
1494,2,1,6,8,7,2,99,1,25,9,1,2,9999,1,2010,-1,-1,-1,1
1495,2,1,6,8,7,2,99,9,999,9,5,2,9999,1,2010,-1,-1,-1,9
1496,5,6,6,8,18,2,99,1,46,1,6,3,1997,1,2010,-1,-1,-1,1
1497,5,6,6,8,18,2,99,1,27,1,6,2,9999,1,2010,-1,-1,-1,1
1498,4,9,6,8,19,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
1499,4,9,6,8,19,2,99,1,23,1,4,99,9999,1,2010,-1,-1,-1,1
1500,4,12,6,8,5,2,99,1,44,1,1,1,2008,1,2010,-1,-1,-1,1
1501,7,3,7,8,1,1,2,1,39,9,10,2,1993,1,2010,-1,-1,-1,1
1502,7,3,7,8,1,1,2,1,999,9,1,4,2001,1,2010,-1,-1,-1,9
1503,4,5,2,8,1,1,5,1,24,1,12,1,9999,1,2010,-1,-1,-1,1
1504,4,5,2,8,1,1,5,1,29,1,12,1,9999,1,2010,-1,-1,-1,1
1505,10,1,7,8,1,1,8,1,45,2,1,6,1994,1,2010,-1,-1,-1,1
1506,10,1,7,8,1,1,8,1,38,1,4,1,9999,1,2010,-1,-1,-1,1
1507,8,7,4,8,1,1,13,1,38,2,1,5,9999,1,2010,-1,-1,-1,1
1508,8,7,4,8,1,1,13,1,40,1,4,1,9999,1,2010,-1,-1,-1,1
1509,8,7,4,8,1,1,3,1,29,1,4,6,2008,1,2010,-1,-1,-1,1
1510,8,7,4,8,1,1,3,2,32,1,1,99,9999,1,2010,-1,-1,-1,1
1511,6,8,5,8,16,1,9,1,38,1,5,2,9999,1,2010,-1,-1,-1,1
1512,6,8,5,8,16,1,9,1,999,1,4,5,9999,1,2010,-1,-1,-1,9
1513,12,2,5,8,9,2,99,1,29,1,8,6,1988,1,2010,-1,-1,-1,1
1514,12,2,5,8,9,2,99,1,29,1,1,5,1998,1,2010,-1,-1,-1,1
1515,12,2,5,8,9,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
1516,12,2,5,8,18,2,99,1,54,9,3,3,1986,1,2010,-1,-1,-1,1
1517,7,8,6,8,1,1,7,1,999,1,10,6,2005,1,2010,-1,-1,-1,9
1518,7,8,6,8,1,1,7,1,46,1,1,99,9999,1,2010,-1,-1,-1,1
1519,9,3,2,8,1,1,11,1,26,9,3,5,9999,1,2010,-1,-1,-1,1
1520,9,3,2,8,1,1,11,1,19,9,1,1,9999,1,2010,-1,-1,-1,1
1521,9,12,4,8,5,2,99,1,51,9,5,1,1979,1,2010,-1,-1,-1,1
1522,9,10,6,8,17,2,99,9,999,9,4,99,9999,1,2010,-1,-1,-1,9
1523,13,2,6,8,17,2,99,9,999,9,9,99,9999,1,2010,-1,-1,-1,9
1524,13,2,6,8,17,2,99,2,15,9,4,99,9999,1,2010,-1,-1,-1,2
1525,7,8,6,8,7,2,99,1,28,1,3,6,1994,1,2010,-1,-1,-1,1
1526,7,8,6,8,7,2,99,1,23,1,3,9,9999,1,2010,-1,-1,-1,1
1527,14,1,4,8,10,2,99,9,999,9,5,2,9999,1,2010,-1,-1,-1,9
1528,14,1,4,8,10,2,99,9,999,9,6,99,9999,1,2010,-1,-1,-1,9
1529,11,10,1,8,5,2,99,1,31,1,6,2,1998,1,2010,-1,-1,-1,1
1530,5,4,1,8,5,2,99,1,24,1,3,9,2008,1,2010,-1,-1,-1,1
1531,5,4,1,8,5,2,99,1,39,1,4,11,9999,1,2010,-1,-1,-1,1
1532,16,2,2,8,10,2,99,1,33,9,5,99,1981,1,2010,-1,-1,-1,1
1533,16,2,2,8,10,2,99,1,32,9,3,4,9999,1,2010,-1,-1,-1,1
1534,16,6,3,8,5,2,99,9,999,9,6,2,9999,1,2010,-1,-1,-1,9
1535,13,9,1,8,19,2,99,1,36,2,5,7,1976,1,2010,-1,-1,-1,1
1536,13,9,1,8,19,2,99,1,39,1,3,4,1985,1,2010,-1,-1,-1,1
1537,10,8,2,8,10,2,99,1,50,1,12,4,1985,1,2010,-1,-1,-1,1
1538,10,8,2,8,10,2,99,1,25,1,4,1,2008,1,2010,-1,-1,-1,1
1539,11,8,3,8,22,2,99,1,14,1,4,1,9999,1,2010,-1,-1,-1,2
1540,11,8,3,8,22,2,99,1,43,1,4,1,9999,1,2010,-1,-1,-1,1
1541,17,1,7,8,7,2,99,1,43,9,7,7,1990,1,2010,-1,-1,-1,1
1542,17,1,7,8,7,2,99,1,38,9,9,2,2009,1,2010,-1,-1,-1,1
1543,12,8,4,8,21,2,99,1,24,1,4,5,9999,1,2010,-1,-1,-1,1
1544,12,8,4,8,21,2,99,9,999,9,3,5,9999,1,2010,-1,-1,-1,9
1545,15,11,1,8,5,2,99,9,999,9,4,99,9999,1,2010,-1,-1,-1,9
1546,13,8,5,8,10,1,99,1,32,1,1,5,1995,1,2010,-1,-1,-1,1
1547,13,8,5,8,10,1,99,1,53,1,7,6,1995,1,2010,-1,-1,-1,1
1548,15,7,4,8,19,2,99,1,37,2,2,3,2004,1,2010,-1,-1,-1,1
1549,15,7,4,8,19,2,99,2,39,1,2,4,2007,1,2010,-1,-1,-1,1
1550,19,6,6,8,3,2,99,9,999,9,12,3,9999,1,2010,-1,-1,-1,9
1551,19,6,6,8,3,2,99,1,43,1,6,2,9999,1,2010,-1,-1,-1,1
1552,15,3,1,8,20,2,99,9,999,9,6,2,9999,1,2010,-1,-1,-1,9
1553,15,3,1,8,20,2,99,1,40,9,3,4,9999,1,2010,-1,-1,-1,1
1554,15,3,1,8,8,1,4,1,28,9,5,2,1994,1,2010,-1,-1,-1,1
1555,15,3,1,8,8,1,4,1,25,9,9,3,2006,1,2010,-1,-1,-1,1
1556,16,12,4,8,1,1,7,1,28,1,4,3,2009,1,2010,-1,-1,-1,1
1557,16,12,4,8,1,1,7,9,999,9,12,1,9999,1,2010,-1,-1,-1,9
1558,11,4,7,8,1,1,1,1,22,1,3,6,2008,1,2010,-1,-1,-1,1
1559,11,4,7,8,1,1,1,1,23,1,12,1,9999,1,2010,-1,-1,-1,1
1560,22,10,5,8,9,1,5,1,17,1,9,11,2007,1,2010,-1,-1,-1,2
1561,22,10,5,8,9,1,5,1,29,1,5,2,2007,1,2010,-1,-1,-1,1
1562,22,10,5,8,9,1,5,1,40,1,1,6,9999,1,2010,-1,-1,-1,1
1563,11,4,7,8,6,2,99,1,25,9,3,11,9999,1,2010,-1,-1,-1,1
1564,11,4,7,8,6,2,99,1,40,9,1,2,9999,1,2010,-1,-1,-1,1
1565,23,10,6,8,16,2,99,1,43,1,3,2,2007,1,2010,-1,-1,-1,1
1566,23,10,6,8,16,2,99,1,38,1,4,1,9999,1,2010,-1,-1,-1,1
1567,17,3,3,8,15,2,99,1,26,9,3,1,1978,1,2010,-1,-1,-1,1
1568,17,3,3,8,15,2,99,1,25,9,4,5,2007,1,2010,-1,-1,-1,1
1569,19,7,1,8,3,2,99,1,64,2,3,1,2007,1,2010,-1,-1,-1,1
1570,19,7,1,8,3,2,99,1,999,1,4,5,9999,1,2010,-1,-1,-1,9
1571,14,4,3,8,4,2,99,1,55,1,9,1,2005,1,2010,-1,-1,-1,1
