núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
3528,2017,10,8,2,1,5,3,1501,15,99,2,69,12,11,14,1,4,27,1,9999,6,5,1,2
3529,2017,10,0,1,1,5,3,1709,17,99,1,24,3,3,5,1,5,30,2,9999,6,5,1,2
3530,2017,11,2,1,1,5,4,101,1,1,1,26,4,4,6,1,1,999,5,9999,6,5,2,1
3531,2017,11,2,1,1,5,4,101,1,1,1,21,3,3,5,1,1,999,5,9999,6,5,2,1
3532,2017,11,21,4,3,5,4,101,1,10,1,40,7,7,9,1,1,999,99,9999,6,5,2,1
3533,2017,11,18,4,3,5,4,101,1,7,1,52,9,9,11,1,11,16,2,2007,4,5,2,1
3534,2017,11,19,4,3,5,4,2101,21,99,1,12,1,1,3,2,2,69,5,9999,6,5,1,2
3535,2017,11,16,3,2,5,4,501,5,99,1,999,16,12,18,1,4,999,5,2011,5,5,2,2
3536,2017,11,21,4,3,5,4,901,9,99,1,37,6,6,8,1,9,69,4,9999,6,5,1,2
3537,2017,11,15,3,2,5,4,314,3,99,1,2,1,1,1,2,6,19,2,1993,3,5,1,2
3538,2017,12,8,2,1,5,5,101,1,5,2,79,14,11,16,1,4,6,1,9999,6,5,2,1
3539,2017,12,9,2,1,5,5,101,1,12,1,21,3,3,5,1,1,56,2,2009,4,5,2,1
3540,2017,13,19,4,3,5,6,1108,11,99,1,45,8,8,10,1,1,999,9,9999,6,5,2,1
3541,2017,13,21,4,3,5,6,406,4,99,1,26,4,4,6,1,99,999,99,9999,6,5,1,2
3542,2017,14,17,3,2,5,7,2214,22,99,1,25,4,4,6,1,2,17,4,1998,3,5,2,1
3543,2017,14,10,2,1,5,7,2007,20,99,2,23,3,3,5,1,5,999,99,9999,6,5,1,2
3544,2017,14,0,1,1,5,7,1020,10,99,1,47,8,8,10,1,99,999,99,9999,6,5,1,2
3545,2017,14,21,4,3,5,7,710,7,99,2,24,3,3,5,1,14,6,1,9999,6,5,2,1
3546,2017,14,7,2,1,5,7,1215,12,99,2,76,14,11,16,1,4,6,5,9999,6,5,1,2
3547,2017,15,7,2,1,5,1,1215,12,99,1,24,3,3,5,1,99,999,99,9999,6,5,1,2
3548,2017,15,21,4,3,5,1,101,1,11,1,37,6,6,8,1,1,56,99,9999,6,5,2,1
3549,2017,15,21,4,3,5,1,101,1,4,1,32,5,5,7,1,99,999,99,9999,6,5,2,1
3550,2017,16,18,4,3,5,2,2207,22,99,1,46,8,8,10,1,99,999,99,9999,6,5,2,1
3551,2017,16,21,4,3,5,2,2201,22,99,1,15,2,2,4,2,4,999,99,9999,6,5,2,1
3552,2017,16,12,3,2,5,2,901,9,99,2,5,1,1,2,2,4,27,1,2016,5,5,2,1
3553,2017,16,15,3,2,5,2,701,7,99,1,35,6,6,8,1,1,17,5,2007,4,5,2,1
3554,2017,17,20,4,3,5,3,117,1,99,1,20,3,3,5,1,12,30,1,2000,4,5,1,2
3555,2017,17,20,4,3,5,3,1107,11,99,1,31,5,5,7,1,5,31,2,2007,4,5,1,2
3556,2017,17,9,2,1,5,3,1613,16,99,1,11,1,1,3,2,2,86,99,9999,6,5,2,1
3557,2017,17,9,2,1,5,3,1503,15,99,1,27,4,4,6,1,4,999,99,9999,6,5,2,1
3558,2017,17,20,4,3,5,3,1701,17,99,1,8,1,1,2,2,4,6,5,9999,6,5,2,1
3559,2017,17,20,4,3,5,3,1701,17,99,2,4,1,1,1,2,4,6,5,9999,6,5,2,1
3560,2017,17,19,4,3,5,3,1401,14,99,1,60,11,11,13,1,3,69,4,1994,3,5,2,1
3561,2017,18,10,2,1,5,4,101,1,1,1,30,5,5,7,1,1,56,2,1997,3,5,1,2
3562,2017,18,21,4,3,5,4,2201,22,99,1,19,2,2,4,1,3,999,99,9999,6,5,2,1
3563,2017,18,21,4,3,5,4,2201,22,99,1,52,9,9,11,1,3,999,99,9999,6,5,2,1
3564,2017,18,19,4,3,5,4,2001,20,99,1,55,10,10,12,1,99,999,99,9999,6,5,1,2
3565,2017,18,22,4,3,5,4,1903,19,99,1,31,5,5,7,1,4,67,4,2016,5,5,2,1
3566,2017,18,13,3,2,5,4,608,6,99,1,52,9,9,11,1,9,52,2,2006,4,5,2,1
3567,2017,19,13,3,2,5,5,501,5,99,2,6,1,1,2,2,4,42,5,2006,4,5,2,1
3568,2017,19,15,3,2,5,5,1501,15,99,1,31,5,5,7,1,4,27,1,9999,6,5,2,1
3569,2017,19,21,4,3,5,5,1801,18,99,1,47,8,8,10,1,4,67,5,9999,6,5,2,1
3570,2017,19,11,2,1,5,5,307,3,99,1,21,3,3,5,1,5,999,99,9999,6,5,1,2
3571,2017,20,19,4,3,5,6,117,1,99,1,38,6,6,8,1,12,28,3,2001,4,5,2,1
3572,2017,20,5,1,1,5,6,117,1,99,1,22,3,3,5,1,4,67,6,9999,6,5,2,1
3573,2017,20,13,3,2,5,6,2005,20,99,1,22,3,3,5,1,99,999,99,9999,6,5,2,1
3574,2017,20,3,1,1,5,6,1314,13,99,1,45,8,8,10,1,3,999,99,9999,6,5,2,1
3575,2017,20,17,3,2,5,6,1601,16,99,1,23,3,3,5,1,4,35,5,2013,5,5,2,1
3576,2017,20,13,3,2,5,6,1802,18,99,1,64,11,11,13,1,2,48,4,1991,3,5,2,1
3577,2017,20,22,4,3,5,6,308,3,99,1,21,3,3,5,1,3,31,5,2017,5,5,2,1
3578,2017,21,0,1,1,5,7,101,1,8,1,28,4,4,6,1,99,999,99,9999,6,5,2,1
3579,2017,21,12,3,2,5,7,101,1,12,2,70,13,11,15,1,4,999,99,9999,6,5,2,1
3580,2017,21,12,3,2,5,7,2101,21,99,1,23,3,3,5,1,1,10,2,9999,6,5,2,1
3581,2017,21,12,3,2,5,7,2101,21,99,2,60,11,11,13,1,1,10,2,9999,6,5,2,1
3582,2017,21,15,3,2,5,7,2007,20,99,1,15,2,2,4,2,4,999,99,9999,6,5,2,1
3583,2017,21,3,1,1,5,7,904,9,99,1,40,7,7,9,1,99,999,99,9999,6,5,1,2
3584,2017,21,16,3,2,5,7,201,2,99,2,60,11,11,13,1,4,999,1,9999,6,5,2,1
3585,2017,21,22,4,3,5,7,719,7,99,1,38,6,6,8,1,4,999,3,9999,6,5,2,1
3586,2017,22,9,2,1,5,1,605,6,99,1,9,1,1,2,2,3,69,6,9999,6,5,2,1
3587,2017,22,23,4,3,5,1,1201,12,99,1,40,7,7,9,1,3,69,9,9999,6,5,2,1
3588,2017,23,15,3,2,5,2,117,1,99,2,77,14,11,16,1,1,28,1,2013,5,5,2,1
3589,2017,23,15,3,2,5,2,413,4,99,2,27,4,4,6,1,1,48,4,9999,6,5,2,1
3590,2017,23,15,3,2,5,2,413,4,99,1,4,1,1,1,2,1,48,4,9999,6,5,2,1
3591,2017,23,6,2,1,5,2,117,1,99,2,13,1,1,3,2,4,27,5,2016,5,5,2,1
3592,2017,24,16,3,2,5,2,101,1,3,1,60,11,11,13,1,4,999,99,9999,6,5,2,1
3593,2017,24,11,2,1,5,2,101,1,18,2,65,12,11,14,1,5,999,99,9999,6,5,2,1
3594,2017,24,1,1,1,5,2,101,1,5,1,48,8,8,10,1,1,27,3,9999,6,5,2,1
3595,2017,25,20,4,3,5,4,1901,19,99,2,14,1,1,3,2,3,999,99,9999,6,5,1,2
3596,2017,25,16,3,2,5,4,1002,10,99,1,67,12,11,14,1,3,69,2,2013,5,5,2,1
3597,2017,25,6,2,1,5,4,101,1,7,1,21,3,3,5,1,7,30,1,2000,4,5,1,2
3598,2017,25,19,4,3,5,4,101,1,1,1,36,6,6,8,1,2,23,3,1999,3,5,2,1
3599,2017,25,14,3,2,5,4,109,1,99,1,59,10,10,12,1,1,17,10,1988,2,5,2,1
3600,2017,25,6,2,1,5,4,1701,17,99,2,31,5,5,7,1,4,6,5,9999,6,5,2,1
3601,2017,26,3,1,1,5,5,101,1,3,1,20,3,3,5,1,1,999,99,9999,6,5,1,2
3602,2017,26,19,4,3,5,5,101,1,1,2,80,15,11,17,1,99,999,99,9999,6,5,2,1
3603,2017,26,20,4,3,5,5,101,1,1,2,70,13,11,15,1,99,999,99,9999,6,5,2,1
3604,2017,26,18,4,3,5,5,117,1,99,1,14,1,1,3,2,1,52,9,1990,3,5,2,1
3605,2017,26,8,2,1,5,5,1601,16,99,2,76,14,11,16,1,4,54,3,2007,4,5,2,1
3606,2017,26,18,4,3,5,5,1501,15,99,2,41,7,7,9,1,1,28,99,9999,6,5,2,1
3607,2017,26,19,4,3,5,5,1801,18,99,1,10,1,1,3,2,99,999,99,9999,6,5,2,1
3608,2017,27,5,1,1,5,6,101,1,14,1,33,5,5,7,1,99,999,99,9999,6,5,2,1
3609,2017,27,18,4,3,5,6,109,1,99,1,22,3,3,5,1,99,999,99,9999,6,5,2,1
3610,2017,27,6,2,1,5,6,2101,21,99,2,42,7,7,9,1,4,27,5,2015,5,5,2,1
3611,2017,27,20,4,3,5,6,506,5,99,1,25,4,4,6,1,99,999,99,9999,6,5,1,2
3612,2017,27,20,4,3,5,6,506,5,99,1,25,4,4,6,1,99,999,99,9999,6,5,1,2
3613,2017,27,21,4,3,5,6,1108,11,99,1,42,7,7,9,1,99,999,99,9999,6,5,2,1
3614,2017,27,16,3,2,5,6,1319,13,99,2,62,11,11,13,1,99,999,99,9999,6,5,1,2
3615,2017,27,0,1,1,5,6,401,4,99,1,23,3,3,5,1,99,999,99,9999,6,5,1,2
3616,2017,28,12,3,2,5,7,101,1,18,1,40,7,7,9,1,99,999,99,9999,6,5,2,1
3617,2017,28,21,4,3,5,7,109,1,99,1,26,4,4,6,1,99,999,99,9999,6,5,2,1
3618,2017,28,16,3,2,5,7,117,1,99,1,78,14,11,16,1,4,32,17,2014,5,5,2,1
3619,2017,28,18,4,3,5,7,1501,15,99,1,4,1,1,1,2,3,69,5,9999,6,5,2,1
3620,2017,28,23,4,3,5,7,1507,15,99,1,37,6,6,8,1,4,67,2,9999,6,5,2,1
3621,2017,28,18,4,3,5,7,1406,14,99,1,4,1,1,1,2,3,69,10,9999,6,5,2,1
3622,2017,29,15,3,2,5,1,1007,10,99,2,7,1,1,2,2,4,77,2,2017,5,5,2,1
3623,2017,29,17,3,2,5,1,1616,16,99,1,5,1,1,2,2,3,999,99,9999,6,5,2,1
3624,2017,29,7,2,1,5,1,301,3,99,2,18,2,2,4,1,2,56,3,2012,5,5,1,2
3625,2017,30,17,3,2,5,2,1101,11,99,2,58,10,10,12,1,4,27,3,9999,6,5,2,1
3626,2017,30,17,3,2,5,2,1101,11,99,2,999,16,12,18,1,4,27,3,9999,6,5,2,1
3627,2017,30,13,3,2,5,2,1101,11,99,1,7,1,1,2,2,99,999,99,9999,6,5,2,1
3628,2017,30,22,4,3,5,2,803,8,99,1,999,16,12,18,1,99,999,99,9999,6,5,1,2
3629,2017,31,14,3,2,5,3,101,1,8,1,10,1,1,3,2,1,28,2,2007,4,5,2,1
3630,2017,31,18,4,3,5,3,117,1,99,1,54,9,9,11,1,99,999,99,9999,6,5,2,1
3631,2017,31,13,3,2,5,3,1601,16,99,1,48,8,8,10,1,2,41,3,9999,6,5,2,1
3632,2017,1,6,2,1,6,4,101,1,9,1,45,8,8,10,1,10,121,7,2015,5,1,2,1
3633,2017,1,21,4,3,6,4,109,1,99,1,23,3,3,5,1,4,32,5,2014,5,4,2,1
3634,2017,1,8,2,1,6,4,601,6,99,1,42,7,7,9,1,6,30,2,1999,3,3,2,1
3635,2017,1,10,2,1,6,4,901,9,99,1,21,3,3,5,1,4,999,99,9999,6,1,2,1
3636,2017,1,20,4,3,6,4,1801,18,99,1,40,7,7,9,1,4,999,99,9999,6,1,1,2
3637,2017,2,18,4,3,6,5,501,5,99,1,23,3,3,5,1,4,999,99,9999,6,1,2,1
3638,2017,2,2,1,1,6,5,101,1,1,1,36,6,6,8,1,1,48,99,9999,6,1,2,1
3639,2017,2,12,3,2,6,5,101,1,13,1,61,11,11,13,1,4,6,5,9999,6,1,2,1
3640,2017,2,23,4,3,6,5,117,1,99,1,20,3,3,5,1,4,999,5,9999,6,1,2,1
3641,2017,2,14,3,2,6,5,1701,17,99,1,36,6,6,8,1,3,999,99,9999,6,1,2,1
3642,2017,3,7,2,1,6,6,112,1,99,2,25,4,4,6,1,4,999,99,9999,6,1,2,1
3643,2017,3,14,3,2,6,6,101,1,18,1,36,6,6,8,1,4,32,1,2016,5,1,2,1
3644,2017,3,6,2,1,6,6,101,1,12,1,35,6,6,8,1,4,18,5,9999,6,1,2,1
3645,2017,3,17,3,2,6,6,112,1,99,1,21,3,3,5,1,4,64,1,9999,6,1,2,1
3646,2017,3,17,3,2,6,6,112,1,99,1,17,2,2,4,2,4,64,1,9999,6,1,1,2
3647,2017,3,15,3,2,6,6,917,9,99,1,38,6,6,8,1,3,56,4,9999,6,1,2,1
3648,2017,3,15,3,2,6,6,917,9,99,1,26,4,4,6,1,2,28,2,2005,4,1,2,1
3649,2017,3,15,3,2,6,6,917,9,99,1,57,10,10,12,1,2,28,2,2005,4,1,2,1
3650,2017,3,19,4,3,6,6,101,1,24,1,54,9,9,11,1,14,6,6,9999,6,3,2,1
3651,2017,3,19,4,3,6,6,101,1,24,1,28,4,4,6,1,14,6,6,9999,6,3,2,1
3652,2017,3,19,4,3,6,6,101,1,24,1,26,4,4,6,1,14,6,6,9999,6,3,2,1
3653,2017,3,22,4,3,6,6,1010,10,99,1,23,3,3,5,1,4,18,5,9999,6,2,2,1
3654,2017,3,11,2,1,6,6,802,8,99,2,34,5,5,7,1,3,69,2,9999,6,3,1,2
3655,2017,3,2,1,1,6,6,101,1,5,1,28,4,4,6,1,4,999,99,9999,6,2,2,1
3656,2017,3,6,2,1,6,6,1223,12,99,1,20,3,3,5,1,12,30,6,1995,3,3,2,1
3657,2017,3,6,2,1,6,6,1223,12,99,2,39,6,6,8,1,12,30,6,1995,3,3,2,1
3658,2017,3,6,2,1,6,6,1223,12,99,2,22,3,3,5,1,12,30,6,1995,3,3,2,1
3659,2017,3,6,2,1,6,6,1223,12,99,1,20,3,3,5,1,12,30,6,1995,3,3,2,1
3660,2017,3,6,2,1,6,6,1223,12,99,2,19,2,2,4,1,12,30,6,1995,3,3,2,1
3661,2017,3,6,2,1,6,6,1223,12,99,1,39,6,6,8,1,12,30,6,1995,3,3,2,1
3662,2017,3,6,2,1,6,6,1223,12,99,1,65,12,11,14,1,12,30,6,1995,3,3,2,1
3663,2017,3,6,2,1,6,6,1223,12,99,2,42,7,7,9,1,12,30,6,1995,3,3,2,1
3664,2017,3,6,2,1,6,6,1223,12,99,1,40,7,7,9,1,12,30,6,1995,3,3,2,1
3665,2017,3,6,2,1,6,6,1223,12,99,1,65,12,11,14,1,12,30,6,1995,3,3,2,1
3666,2017,3,6,2,1,6,6,1223,12,99,2,46,8,8,10,1,12,30,6,1995,3,3,2,1
3667,2017,3,6,2,1,6,6,1223,12,99,1,4,1,1,1,2,12,30,6,1995,3,3,2,1
3668,2017,4,11,2,1,6,7,101,1,3,1,37,6,6,8,1,1,999,99,1988,2,1,1,2
3669,2017,4,11,2,1,6,7,101,1,3,1,23,3,3,5,1,1,52,7,2008,4,1,1,2
3670,2017,4,11,2,1,6,7,101,1,3,2,999,16,12,18,1,1,52,7,2008,4,1,2,1
3671,2017,4,20,4,3,6,7,101,1,5,1,28,4,4,6,1,4,112,5,9999,6,1,2,1
3672,2017,4,4,1,1,6,7,101,1,7,1,19,2,2,4,1,1,27,6,9999,6,1,2,1
3673,2017,4,4,1,1,6,7,101,1,7,1,23,3,3,5,1,4,6,5,9999,6,1,1,2
3674,2017,4,4,1,1,6,7,101,1,7,1,21,3,3,5,1,1,27,6,9999,6,1,1,2
3675,2017,4,4,1,1,6,7,101,1,7,2,14,1,1,3,2,1,27,6,9999,6,1,2,1
3676,2017,4,23,4,3,6,7,2007,20,99,1,26,4,4,6,1,4,18,5,9999,6,1,2,1
3677,2017,4,23,4,3,6,7,2007,20,99,2,26,4,4,6,1,4,43,1,9999,6,1,1,2
3678,2017,4,20,4,3,6,7,1107,11,99,1,27,4,4,6,1,18,999,99,9999,6,2,1,2
3679,2017,4,5,1,1,6,7,1108,11,99,1,26,4,4,6,1,4,999,99,9999,6,2,1,2
3680,2017,4,6,2,1,6,7,1706,17,99,1,20,3,3,5,1,4,999,99,9999,6,2,2,1
3681,2017,4,21,4,3,6,7,308,3,99,1,28,4,4,6,1,4,76,5,9999,6,1,2,1
3682,2017,4,21,4,3,6,7,308,3,99,1,999,16,12,18,1,4,76,5,9999,6,1,2,1
3683,2017,4,21,4,3,6,7,308,3,99,1,20,3,3,5,1,4,76,5,9999,6,1,2,1
3684,2017,4,21,4,3,6,7,308,3,99,1,22,3,3,5,1,4,76,5,9999,6,1,2,1
3685,2017,5,2,1,1,6,1,101,1,1,1,35,6,6,8,1,4,27,5,9999,6,2,2,1
3686,2017,5,10,2,1,6,1,101,1,15,1,29,4,4,6,1,4,76,3,2012,5,2,2,1
3687,2017,5,23,4,3,6,1,101,1,12,1,25,4,4,6,1,4,67,3,9999,6,1,2,1
3688,2017,5,12,3,2,6,1,117,1,99,1,21,3,3,5,1,4,67,2,9999,6,1,1,2
3689,2017,5,12,3,2,6,1,117,1,99,1,17,2,2,4,2,4,67,2,9999,6,1,2,1
3690,2017,5,15,3,2,6,1,113,1,99,1,24,3,3,5,1,4,2,4,9999,6,1,2,1
3691,2017,5,9,2,1,6,1,2217,22,99,1,15,2,2,4,2,4,6,5,2008,4,1,2,1
3692,2017,5,13,3,2,6,1,2216,22,99,2,28,4,4,6,1,1,52,99,2002,4,1,2,1
3693,2017,5,13,3,2,6,1,2216,22,99,2,67,12,11,14,1,1,52,99,2002,4,1,2,1
3694,2017,5,13,3,2,6,1,2216,22,99,2,48,8,8,10,1,1,52,99,2002,4,1,2,1
3695,2017,5,6,2,1,6,1,501,5,99,1,28,4,4,6,1,4,32,5,9999,6,2,2,1
3696,2017,5,17,3,2,6,1,604,6,99,1,30,5,5,7,1,4,76,3,9999,6,2,2,1
3697,2017,5,17,3,2,6,1,604,6,99,2,999,16,12,18,1,4,76,3,9999,6,2,2,1
3698,2017,5,11,2,1,6,1,901,9,99,1,93,15,11,17,1,1,69,11,1995,3,2,2,1
3699,2017,5,11,2,1,6,1,901,9,99,2,39,6,6,8,1,1,69,11,1995,3,2,2,1
3700,2017,5,17,3,2,6,1,1613,16,99,1,50,9,9,11,1,4,76,8,9999,6,1,1,2
3701,2017,5,4,1,1,6,1,1615,16,99,2,35,6,6,8,1,5,26,2,9999,6,3,2,1
3702,2017,5,4,1,1,6,1,1615,16,99,1,62,11,11,13,1,5,26,2,9999,6,3,2,1
3703,2017,5,4,1,1,6,1,1615,16,99,1,25,4,4,6,1,5,26,2,9999,6,3,2,1
3704,2017,5,4,1,1,6,1,1615,16,99,1,22,3,3,5,1,5,26,2,9999,6,3,2,1
3705,2017,5,4,1,1,6,1,1615,16,99,1,19,2,2,4,1,5,26,2,9999,6,3,2,1
3706,2017,5,4,1,1,6,1,1615,16,99,2,38,6,6,8,1,5,26,2,9999,6,3,2,1
3707,2017,5,4,1,1,6,1,1615,16,99,2,7,1,1,2,2,5,26,2,9999,6,3,2,1
3708,2017,5,4,1,1,6,1,1615,16,99,2,28,4,4,6,1,5,26,2,9999,6,3,2,1
3709,2017,5,4,1,1,6,1,1615,16,99,2,24,3,3,5,1,5,26,2,9999,6,3,2,1
3710,2017,5,4,1,1,6,1,1615,16,99,2,20,3,3,5,1,5,26,2,9999,6,3,2,1
3711,2017,5,4,1,1,6,1,1615,16,99,1,23,3,3,5,1,5,26,2,9999,6,3,2,1
3712,2017,5,4,1,1,6,1,1615,16,99,2,18,2,2,4,1,5,26,2,9999,6,3,2,1
3713,2017,5,4,1,1,6,1,1615,16,99,2,45,8,8,10,1,5,26,2,9999,6,3,2,1
3714,2017,5,4,1,1,6,1,1615,16,99,1,7,1,1,2,2,5,26,2,9999,6,3,2,1
3715,2017,5,4,1,1,6,1,1615,16,99,1,12,1,1,3,2,5,26,2,9999,6,3,2,1
3716,2017,5,4,1,1,6,1,1615,16,99,2,45,8,8,10,1,5,26,2,9999,6,3,2,1
3717,2017,5,19,4,3,6,1,1507,15,99,1,999,16,12,18,1,4,67,1,9999,6,1,2,1
3718,2017,5,19,4,3,6,1,1507,15,99,1,26,4,4,6,1,4,32,1,2010,5,1,2,1
3719,2017,5,19,4,3,6,1,1507,15,99,1,5,1,1,2,2,4,67,1,9999,6,1,2,1
3720,2017,5,19,4,3,6,1,1507,15,99,2,999,16,12,18,1,4,67,1,9999,6,1,2,1
3721,2017,5,17,3,2,6,1,1802,18,99,1,37,6,6,8,1,6,999,2,9999,6,2,2,1
3722,2017,5,17,3,2,6,1,1802,18,99,1,22,3,3,5,1,6,999,2,9999,6,2,2,1
3723,2017,5,17,3,2,6,1,1802,18,99,1,41,7,7,9,1,6,999,2,9999,6,2,2,1
3724,2017,5,17,3,2,6,1,1802,18,99,1,33,5,5,7,1,6,999,2,9999,6,2,2,1
3725,2017,5,17,3,2,6,1,1802,18,99,2,35,6,6,8,1,6,999,2,9999,6,2,2,1
3726,2017,6,15,3,2,6,2,109,1,99,1,39,6,6,8,1,4,6,3,2014,5,1,2,1
3727,2017,6,15,3,2,6,2,109,1,99,1,999,16,12,18,1,4,6,3,2014,5,1,2,1
3728,2017,6,14,3,2,6,2,413,4,99,1,999,16,12,18,1,5,999,6,9999,6,3,1,2
3729,2017,6,14,3,2,6,2,413,4,99,1,20,3,3,5,1,5,999,6,9999,6,3,2,1
3730,2017,6,14,3,2,6,2,413,4,99,1,18,2,2,4,1,5,999,6,9999,6,3,2,1
3731,2017,7,23,4,3,6,3,101,1,18,1,999,16,12,18,1,4,100,6,9999,6,1,1,2
3732,2017,7,0,1,1,6,3,502,5,99,1,45,8,8,10,1,9,69,2,2006,4,3,1,2
3733,2017,7,20,4,3,6,3,608,6,99,1,41,7,7,9,1,6,30,2,1995,3,1,1,2
3734,2017,8,10,2,1,6,4,101,1,1,2,57,10,10,12,1,12,30,7,1991,3,1,2,1
3735,2017,8,10,2,1,6,4,101,1,1,2,25,4,4,6,1,12,30,7,1991,3,1,2,1
3736,2017,8,14,3,2,6,4,101,1,12,1,38,6,6,8,1,4,67,1,2016,5,1,2,1
3737,2017,8,16,3,2,6,4,101,1,11,1,999,16,12,18,1,4,161,99,9999,6,1,2,1
3738,2017,8,20,4,3,6,4,2004,20,99,1,38,6,6,8,1,3,999,99,9999,6,3,2,1
3739,2017,8,20,4,3,6,4,2004,20,99,1,15,2,2,4,2,3,999,99,9999,6,3,2,1
3740,2017,8,20,4,3,6,4,2004,20,99,2,13,1,1,3,2,3,999,99,9999,6,3,2,1
3741,2017,8,20,4,3,6,4,2004,20,99,1,60,11,11,13,1,3,999,99,9999,6,3,2,1
3742,2017,8,20,4,3,6,4,2004,20,99,2,10,1,1,3,2,3,999,99,9999,6,3,2,1
3743,2017,8,20,4,3,6,4,2004,20,99,1,40,7,7,9,1,3,999,99,9999,6,3,2,1
3744,2017,8,20,4,3,6,4,2004,20,99,1,37,6,6,8,1,3,999,99,9999,6,3,2,1
3745,2017,8,20,4,3,6,4,2004,20,99,1,60,11,11,13,1,3,999,99,9999,6,3,2,1
3746,2017,8,20,4,3,6,4,2004,20,99,2,26,4,4,6,1,3,999,99,9999,6,3,2,1
3747,2017,8,20,4,3,6,4,2004,20,99,2,46,8,8,10,1,3,999,99,9999,6,3,2,1
3748,2017,8,20,4,3,6,4,2004,20,99,2,8,1,1,2,2,3,999,99,9999,6,3,2,1
3749,2017,8,20,4,3,6,4,2004,20,99,1,60,11,11,13,1,3,999,99,9999,6,3,2,1
3750,2017,8,15,3,2,6,4,501,5,99,1,52,9,9,11,1,99,999,99,9999,6,3,1,2
3751,2017,8,9,2,1,6,4,1001,10,99,1,22,3,3,5,1,1,48,5,9999,6,1,2,1
3752,2017,8,9,2,1,6,4,1001,10,99,2,34,5,5,7,1,1,69,1,9999,6,1,2,1
3753,2017,8,10,2,1,6,4,1102,11,99,1,23,3,3,5,1,4,18,5,9999,6,1,2,1
3754,2017,8,10,2,1,6,4,1102,11,99,2,23,3,3,5,1,4,18,5,9999,6,1,2,1
3755,2017,8,7,2,1,6,4,1301,13,99,1,16,2,2,4,2,4,6,2,9999,6,1,1,2
3756,2017,8,20,4,3,6,4,1615,16,99,1,42,7,7,9,1,4,999,99,9999,6,4,2,1
3757,2017,8,19,4,3,6,4,1712,17,99,1,65,12,11,14,1,4,999,99,9999,6,1,2,1
3758,2017,8,19,4,3,6,4,409,4,99,1,49,8,8,10,1,4,64,5,9999,6,1,2,1
3759,2017,8,19,4,3,6,4,409,4,99,1,42,7,7,9,1,4,64,5,9999,6,1,2,1
3760,2017,9,22,4,3,6,5,113,1,99,1,43,7,7,9,1,4,999,6,9999,6,1,2,1
3761,2017,9,15,3,2,6,5,2009,20,99,1,24,3,3,5,1,6,30,2,9999,6,3,2,1
3762,2017,9,15,3,2,6,5,2009,20,99,1,27,4,4,6,1,6,30,2,9999,6,3,2,1
3763,2017,9,5,1,1,6,5,602,6,99,1,29,4,4,6,1,3,69,2,9999,6,2,1,2
3764,2017,9,5,1,1,6,5,206,2,99,1,46,8,8,10,1,3,69,4,9999,6,1,1,2
3765,2017,9,5,1,1,6,5,206,2,99,1,22,3,3,5,1,3,69,4,9999,6,1,1,2
3766,2017,9,5,1,1,6,5,206,2,99,1,999,16,12,18,1,3,69,4,9999,6,1,2,1
3767,2017,9,13,3,2,6,5,1804,18,99,1,35,6,6,8,1,4,67,5,9999,6,2,1,2
3768,2017,9,11,2,1,6,5,409,4,99,1,48,8,8,10,1,3,69,3,9999,6,1,1,2
3769,2017,9,11,2,1,6,5,409,4,99,1,52,9,9,11,1,3,69,3,9999,6,1,1,2
3770,2017,9,11,2,1,6,5,409,4,99,2,50,9,9,11,1,3,69,3,9999,6,1,1,2
3771,2017,9,11,2,1,6,5,409,4,99,2,20,3,3,5,1,3,69,3,9999,6,1,1,2
3772,2017,9,11,2,1,6,5,409,4,99,1,20,3,3,5,1,3,69,3,9999,6,1,2,1
3773,2017,9,11,2,1,6,5,409,4,99,1,13,1,1,3,2,3,69,3,9999,6,1,2,1
3774,2017,10,1,1,1,6,6,101,1,1,1,23,3,3,5,1,10,28,2,2017,5,1,2,1
3775,2017,10,23,4,3,6,6,110,1,99,1,30,5,5,7,1,4,999,99,9999,6,1,2,1
3776,2017,10,16,3,2,6,6,501,5,99,1,28,4,4,6,1,3,999,99,9999,6,2,2,1
3777,2017,10,16,3,2,6,6,501,5,99,1,21,3,3,5,1,3,999,99,9999,6,2,2,1
3778,2017,10,16,3,2,6,6,501,5,99,1,7,1,1,2,2,3,999,99,9999,6,2,2,1
3779,2017,10,16,3,2,6,6,501,5,99,2,47,8,8,10,1,3,999,99,9999,6,2,2,1
3780,2017,10,21,4,3,6,6,901,9,99,1,28,4,4,6,1,1,48,2,9999,6,1,2,1
3781,2017,10,21,4,3,6,6,901,9,99,1,2,1,1,1,2,1,48,2,9999,6,1,2,1
3782,2017,10,11,2,1,6,6,203,2,99,2,27,4,4,6,1,4,54,1,9999,6,1,2,1
3783,2017,10,22,4,3,6,6,1705,17,99,1,48,8,8,10,1,14,6,1,2012,5,3,2,1
3784,2017,10,22,4,3,6,6,1705,17,99,1,43,7,7,9,1,14,6,1,2012,5,3,2,1
3785,2017,11,3,1,1,6,7,101,1,1,1,32,5,5,7,1,4,999,4,9999,6,1,2,1
