dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_v,color_v,modelo_v,causa_ac
9,8,1,7,13,2,99,1,39,1,5,2,1995,1
9,8,1,7,13,2,99,1,60,1,7,3,9999,1
16,1,6,7,4,2,99,1,36,1,7,1,1981,1
16,1,6,7,4,2,99,1,30,1,6,2,1994,1
17,1,7,7,1,1,5,1,28,9,1,5,1999,1
17,1,7,7,1,1,5,1,25,1,1,4,2001,1
13,3,6,7,1,1,99,1,25,9,4,99,9999,1
13,3,6,7,1,1,99,9,999,9,1,1,9999,1
13,7,2,7,5,2,99,1,54,1,6,2,2002,1
13,7,2,7,5,2,99,1,49,1,4,3,9999,1
15,11,1,7,5,2,99,9,999,9,5,2,9999,1
18,1,1,7,16,2,99,1,30,9,4,1,2005,1
18,1,1,7,16,2,99,1,27,9,9,1,2006,1
13,12,1,7,18,2,99,9,999,9,1,99,9999,1
13,12,1,7,18,2,99,1,28,9,4,99,9999,1
18,10,1,7,14,2,99,1,42,1,3,6,1997,1
14,12,2,7,1,1,12,9,999,9,5,99,9999,1
21,2,7,7,12,2,99,1,18,9,3,3,9999,1
21,2,7,7,14,2,99,1,999,9,9,6,2006,1
16,3,2,7,1,1,5,1,28,2,1,6,2006,1
16,3,2,7,1,1,5,1,30,9,4,5,9999,1
21,10,4,7,5,2,99,1,28,1,3,14,2003,1
21,10,4,7,5,2,99,1,31,1,3,2,2007,1
22,2,1,7,2,2,99,1,45,1,9,4,1993,1
22,2,1,7,2,2,99,9,999,9,3,1,9999,1
16,8,1,7,12,2,99,1,42,1,5,3,1994,1
16,8,1,7,12,2,99,1,42,1,1,11,9999,1
19,11,5,7,5,2,99,1,21,9,4,1,2006,1
19,11,5,7,5,2,99,9,999,9,3,99,9999,1
11,4,7,7,1,1,1,1,86,1,1,2,9999,1
11,4,7,7,1,1,1,1,30,1,1,5,9999,1
17,12,5,7,7,2,99,1,999,1,7,2,1988,1
17,12,5,7,7,2,99,1,44,1,5,2,1988,1
24,6,4,7,10,2,99,1,54,1,3,11,1984,1
24,6,4,7,10,2,99,1,43,1,3,11,1986,1
24,6,4,7,17,2,99,1,55,1,5,7,1991,1
24,6,4,7,17,2,99,1,23,1,4,1,2010,1
17,3,3,7,11,2,99,1,24,9,6,2,2006,1
17,3,3,7,11,2,99,1,20,9,6,5,2008,1
19,8,4,7,1,1,12,1,47,1,3,6,1998,1
19,8,4,7,1,1,12,1,20,1,4,1,9999,1
26,2,5,7,1,2,99,1,34,9,1,4,2009,1
26,2,5,7,1,2,99,1,19,9,4,1,9999,1
19,3,5,7,1,1,99,1,37,9,5,3,1999,1
19,3,5,7,1,1,99,1,999,9,4,99,9999,1
19,9,7,7,10,2,99,1,19,1,4,3,9999,1
19,9,7,7,10,2,99,1,32,1,3,9,9999,1
25,10,1,7,9,2,99,1,60,1,6,2,1996,1
25,10,1,7,9,2,99,1,35,1,6,2,1999,1
21,11,7,7,1,1,12,2,24,1,1,9,1999,1
19,12,7,7,12,2,99,1,47,9,3,1,1987,1
19,12,7,7,12,2,99,1,25,9,4,1,2007,1
21,5,5,7,5,2,99,1,56,1,9,11,9999,1
21,5,5,7,5,2,99,1,25,1,4,1,9999,1
20,7,2,7,3,2,99,1,28,1,5,2,1989,1
20,7,2,7,3,2,99,9,999,9,3,3,1994,1
20,12,1,7,1,1,1,1,27,1,12,7,1984,1
20,12,1,7,1,1,1,1,24,1,12,1,9999,1
23,5,7,7,18,2,99,1,30,1,3,4,1987,1
23,5,7,7,18,2,99,1,25,1,9,6,9999,1
23,9,4,7,1,1,5,1,50,1,1,2,9999,1
23,9,4,7,1,1,5,1,20,1,1,4,9999,1
23,9,4,7,1,1,5,1,60,1,1,4,9999,1
23,9,4,7,1,1,5,1,31,1,1,1,9999,1
30,1,6,7,1,2,99,1,27,2,1,2,9999,1
30,1,6,7,1,2,99,1,50,9,1,5,9999,1
26,11,5,7,1,1,12,1,28,9,8,2,1996,1
26,11,5,7,1,1,12,1,31,9,1,1,2001,1
22,8,7,7,19,2,99,2,19,1,4,99,9999,1
22,8,7,7,19,2,99,9,999,9,3,99,9999,1
27,11,6,7,6,2,99,1,28,9,4,1,9999,1
27,11,6,7,6,2,99,1,41,1,3,1,9999,1
23,8,1,7,18,1,99,1,44,1,4,99,9999,1
23,8,1,7,18,1,99,9,999,9,3,99,9999,1
28,11,7,7,20,2,99,1,20,2,4,3,9999,1
28,11,7,7,20,2,99,1,19,1,3,4,9999,1
25,8,3,7,16,2,99,9,999,9,1,99,9999,1
25,8,3,7,16,2,99,2,95,1,9,99,9999,1
29,5,6,7,17,2,99,1,42,1,14,99,9999,1
29,5,6,7,17,2,99,9,999,9,1,1,9999,1
21,4,3,7,1,2,12,1,36,9,17,7,9999,1
21,4,3,7,1,2,12,1,36,9,6,99,9999,1
28,9,2,7,4,2,99,9,999,9,5,5,1984,1
29,12,3,7,19,2,99,1,27,9,1,4,9999,1
29,12,3,7,19,2,99,1,35,9,3,4,9999,1
26,3,5,7,6,2,99,1,56,9,12,7,9999,1
26,3,5,7,6,2,99,1,20,9,4,1,9999,1
30,12,4,7,20,2,99,1,999,1,5,2,1988,1
30,12,4,7,20,2,99,1,999,1,9,2,2004,1
27,4,2,7,9,2,99,1,35,1,2,5,2000,1
27,4,2,7,9,2,99,1,33,1,5,3,9999,1
1,6,2,7,14,2,99,1,16,1,3,1,1985,3
1,5,6,7,1,1,7,1,22,2,1,5,9999,2
1,4,4,7,19,2,99,1,50,1,1,4,2003,4
4,2,4,7,21,1,99,1,43,9,3,9,9999,3
2,11,2,7,6,2,99,1,33,9,5,99,9999,4
4,6,5,7,1,1,9,1,27,1,4,3,9999,2
8,2,1,7,17,2,99,1,30,9,4,99,9999,4
8,6,2,7,14,2,99,1,28,1,5,6,9999,4
8,9,3,7,16,2,99,1,999,9,9,3,9999,3
13,6,7,7,1,1,10,1,49,1,2,6,1998,2
11,7,7,7,19,2,99,1,24,1,1,99,1998,3
10,5,1,7,1,1,10,1,23,1,5,2,2009,1
13,9,1,7,12,2,99,1,48,1,3,2,1982,3
14,3,7,7,1,1,9,9,999,9,12,1,9999,3
20,1,3,7,11,2,99,9,999,9,7,7,9999,1
21,1,4,7,12,2,99,1,24,9,1,99,9999,3
22,1,5,7,11,2,99,1,62,9,3,99,9999,3
21,2,7,7,13,2,99,1,25,9,3,2,1984,4
23,10,6,7,16,2,99,1,50,2,3,99,1994,2
14,4,3,7,16,2,99,9,999,9,3,3,9999,2
29,1,5,7,16,2,99,1,38,9,3,6,9999,3
20,12,1,7,9,2,99,1,34,1,3,3,1996,1
20,12,1,7,9,2,99,2,35,1,3,1,1998,1
28,10,4,7,17,1,99,1,52,9,14,99,9999,2
27,11,6,7,14,2,99,1,36,1,3,6,9999,4
25,12,6,7,10,2,99,9,999,9,3,3,9999,3
24,3,3,7,2,2,99,1,42,1,3,4,1986,3
27,3,6,7,6,2,99,1,35,1,3,1,9999,3
31,12,5,7,17,2,99,1,999,1,4,99,9999,1
27,4,2,7,7,2,99,1,54,1,5,99,1985,2
1,5,6,8,1,1,4,9,999,9,99,99,9999,1
1,9,3,8,1,1,9,1,23,1,12,2,1992,1
2,3,2,8,9,1,5,1,38,9,1,9,1994,1
2,3,2,8,9,1,5,1,45,9,9,2,9999,1
3,9,5,8,1,1,6,1,28,1,1,5,1992,1
3,9,5,8,1,1,6,1,999,1,4,3,9999,1
3,12,5,8,1,1,18,1,24,9,12,1,9999,1
3,12,5,8,1,1,18,1,26,9,12,1,9999,1
2,1,6,8,6,2,99,1,20,1,4,5,2008,1
2,1,6,8,6,2,99,1,29,1,5,1,9999,1
3,7,6,8,5,2,99,1,24,1,11,2,9999,1
3,7,6,8,5,2,99,1,33,1,12,1,9999,1
2,6,3,8,9,2,99,1,26,1,3,1,1986,1
2,6,3,8,9,2,99,1,31,1,4,1,9999,1
2,1,6,8,7,2,99,1,25,9,1,2,9999,1
2,1,6,8,7,2,99,9,999,9,5,2,9999,1
5,6,6,8,18,2,99,1,46,1,6,3,1997,1
5,6,6,8,18,2,99,1,27,1,6,2,9999,1
4,9,6,8,19,2,99,9,999,9,99,99,9999,1
4,9,6,8,19,2,99,1,23,1,4,99,9999,1
4,12,6,8,5,2,99,1,44,1,1,1,2008,1
7,3,7,8,1,1,2,1,39,9,10,2,1993,1
7,3,7,8,1,1,2,1,999,9,1,4,2001,1
4,5,2,8,1,1,5,1,24,1,12,1,9999,1
4,5,2,8,1,1,5,1,29,1,12,1,9999,1
10,1,7,8,1,1,8,1,45,2,1,6,1994,1
10,1,7,8,1,1,8,1,38,1,4,1,9999,1
8,7,4,8,1,1,13,1,38,2,1,5,9999,1
8,7,4,8,1,1,13,1,40,1,4,1,9999,1
8,7,4,8,1,1,3,1,29,1,4,6,2008,1
8,7,4,8,1,1,3,2,32,1,1,99,9999,1
6,8,5,8,16,1,9,1,38,1,5,2,9999,1
6,8,5,8,16,1,9,1,999,1,4,5,9999,1
12,2,5,8,9,2,99,1,29,1,8,6,1988,1
12,2,5,8,9,2,99,1,29,1,1,5,1998,1
12,2,5,8,9,2,99,9,999,9,3,99,9999,1
12,2,5,8,18,2,99,1,54,9,3,3,1986,1
7,8,6,8,1,1,7,1,999,1,10,6,2005,1
7,8,6,8,1,1,7,1,46,1,1,99,9999,1
9,3,2,8,1,1,11,1,26,9,3,5,9999,1
9,3,2,8,1,1,11,1,19,9,1,1,9999,1
9,12,4,8,5,2,99,1,51,9,5,1,1979,1
9,10,6,8,17,2,99,9,999,9,4,99,9999,1
13,2,6,8,17,2,99,9,999,9,9,99,9999,1
13,2,6,8,17,2,99,2,15,9,4,99,9999,1
7,8,6,8,7,2,99,1,28,1,3,6,1994,1
7,8,6,8,7,2,99,1,23,1,3,9,9999,1
14,1,4,8,10,2,99,9,999,9,5,2,9999,1
14,1,4,8,10,2,99,9,999,9,6,99,9999,1
11,10,1,8,5,2,99,1,31,1,6,2,1998,1
5,4,1,8,5,2,99,1,24,1,3,9,2008,1
5,4,1,8,5,2,99,1,39,1,4,11,9999,1
16,2,2,8,10,2,99,1,33,9,5,99,1981,1
16,2,2,8,10,2,99,1,32,9,3,4,9999,1
16,6,3,8,5,2,99,9,999,9,6,2,9999,1
13,9,1,8,19,2,99,1,36,2,5,7,1976,1
13,9,1,8,19,2,99,1,39,1,3,4,1985,1
10,8,2,8,10,2,99,1,50,1,12,4,1985,1
10,8,2,8,10,2,99,1,25,1,4,1,2008,1
11,8,3,8,22,2,99,1,14,1,4,1,9999,1
11,8,3,8,22,2,99,1,43,1,4,1,9999,1
17,1,7,8,7,2,99,1,43,9,7,7,1990,1
17,1,7,8,7,2,99,1,38,9,9,2,2009,1
12,8,4,8,21,2,99,1,24,1,4,5,9999,1
12,8,4,8,21,2,99,9,999,9,3,5,9999,1
15,11,1,8,5,2,99,9,999,9,4,99,9999,1
13,8,5,8,10,1,99,1,32,1,1,5,1995,1
13,8,5,8,10,1,99,1,53,1,7,6,1995,1
15,7,4,8,19,2,99,1,37,2,2,3,2004,1
15,7,4,8,19,2,99,2,39,1,2,4,2007,1
19,6,6,8,3,2,99,9,999,9,12,3,9999,1
19,6,6,8,3,2,99,1,43,1,6,2,9999,1
15,3,1,8,20,2,99,9,999,9,6,2,9999,1
15,3,1,8,20,2,99,1,40,9,3,4,9999,1
15,3,1,8,8,1,4,1,28,9,5,2,1994,1
15,3,1,8,8,1,4,1,25,9,9,3,2006,1
16,12,4,8,1,1,7,1,28,1,4,3,2009,1
16,12,4,8,1,1,7,9,999,9,12,1,9999,1
11,4,7,8,1,1,1,1,22,1,3,6,2008,1
11,4,7,8,1,1,1,1,23,1,12,1,9999,1
22,10,5,8,9,1,5,1,17,1,9,11,2007,1
22,10,5,8,9,1,5,1,29,1,5,2,2007,1
22,10,5,8,9,1,5,1,40,1,1,6,9999,1
11,4,7,8,6,2,99,1,25,9,3,11,9999,1
11,4,7,8,6,2,99,1,40,9,1,2,9999,1
23,10,6,8,16,2,99,1,43,1,3,2,2007,1
23,10,6,8,16,2,99,1,38,1,4,1,9999,1
17,3,3,8,15,2,99,1,26,9,3,1,1978,1
17,3,3,8,15,2,99,1,25,9,4,5,2007,1
19,7,1,8,3,2,99,1,64,2,3,1,2007,1
19,7,1,8,3,2,99,1,999,1,4,5,9999,1
14,4,3,8,4,2,99,1,55,1,9,1,2005,1
14,4,3,8,11,2,99,1,42,1,12,7,1985,1
14,4,3,8,11,2,99,1,35,1,12,5,9999,1
20,7,2,8,2,2,99,1,31,1,3,5,2009,1
20,7,2,8,2,2,99,9,999,9,7,3,9999,1
28,1,4,8,1,1,11,1,25,9,4,1,2004,1
28,1,4,8,1,1,11,2,18,1,1,99,9999,1
22,11,1,8,5,2,99,1,34,1,1,5,2008,1
22,11,1,8,5,2,99,1,22,1,3,3,2010,1
28,2,7,8,19,2,99,9,999,9,6,2,1992,1
28,2,7,8,19,2,99,1,35,9,1,99,9999,1
24,5,1,8,10,2,99,1,20,1,4,1,2005,1
24,5,1,8,10,2,99,1,39,1,14,1,9999,1
24,11,3,8,1,1,10,1,29,1,1,3,9999,1
24,11,3,8,1,1,10,1,34,1,4,5,9999,1
20,12,1,8,18,2,99,1,40,1,1,6,2000,1
20,12,1,8,18,2,99,1,26,1,14,1,2010,1
23,7,5,8,14,2,99,2,28,9,3,5,2005,4
23,7,5,8,14,2,99,2,35,9,3,5,2005,4
24,5,1,8,4,2,99,1,40,1,3,9,1993,1
24,5,1,8,4,2,99,1,48,1,1,3,2010,1
22,8,7,8,1,1,1,1,25,1,1,1,1988,1
22,8,7,8,1,1,1,1,21,1,4,99,9999,1
22,8,7,8,1,1,1,1,23,1,4,99,9999,1
28,2,7,8,2,2,99,9,999,9,6,9,9999,1
30,6,3,8,1,1,9,1,20,1,4,2,2008,1
30,6,3,8,1,1,9,9,999,9,99,99,9999,1
28,5,5,8,1,2,99,1,28,2,12,1,1995,1
28,5,5,8,1,2,99,1,35,1,4,1,9999,1
24,9,5,8,19,2,99,1,27,1,5,2,1990,1
24,9,5,8,19,2,99,1,59,1,6,2,2002,1
24,7,6,8,17,2,99,2,34,1,4,99,9999,1
24,7,6,8,17,2,99,9,999,9,14,99,9999,1
26,9,7,8,11,2,99,1,60,1,2,8,1981,1
26,9,7,8,11,2,99,1,26,2,3,3,1985,1
28,9,2,8,1,1,12,1,41,1,4,3,9999,1
28,9,2,8,1,1,12,9,999,9,4,1,9999,1
28,9,2,8,5,2,99,9,999,9,12,6,9999,1
21,4,3,8,17,2,99,1,999,1,3,2,9999,1
21,4,3,8,17,2,99,1,42,1,4,99,9999,1
22,4,4,8,1,1,9,1,63,1,1,99,9999,1
22,4,4,8,1,1,9,1,21,1,4,99,9999,1
26,3,5,8,19,2,99,1,24,9,4,99,9999,1
29,12,3,8,5,2,99,1,28,9,2,5,1994,1
29,12,3,8,5,2,99,1,25,9,9,14,2001,1
26,7,1,8,9,2,99,1,33,9,3,9,2008,1
26,7,1,8,9,2,99,9,999,9,7,99,9999,1
27,3,6,8,6,2,99,1,30,1,1,4,9999,1
27,3,6,8,6,2,99,1,21,9,9,6,9999,1
28,7,3,8,1,1,21,1,22,1,1,9,1991,1
28,7,3,8,1,1,21,1,41,1,4,5,9999,1
30,12,4,8,14,2,99,9,999,9,7,7,1984,1
30,12,4,8,14,2,99,1,26,9,7,6,1992,1
31,8,2,8,19,2,99,1,25,1,4,1,9999,1
31,8,2,8,19,2,99,1,35,1,3,6,9999,1
31,3,3,8,5,2,99,9,999,9,7,1,1987,1
31,3,3,8,5,2,99,1,46,1,3,3,1989,1
31,7,6,8,20,2,99,9,999,9,5,99,9999,1
29,4,4,8,19,2,99,1,32,1,3,4,9999,1
31,7,6,8,2,2,99,9,999,9,5,99,9999,1
30,4,5,8,1,1,10,1,66,1,3,3,2007,1
30,4,5,8,1,1,10,1,32,1,4,4,9999,1
3,2,3,8,12,2,99,9,999,9,7,2,9999,3
3,9,5,8,14,2,99,1,26,1,5,7,1989,3
5,7,1,8,1,1,11,1,25,1,1,10,1998,2
6,6,7,8,13,2,99,9,999,9,3,2,9999,3
10,2,3,8,19,1,99,1,47,1,3,4,2009,2
10,1,7,8,1,1,1,1,43,2,1,5,1991,2
4,4,7,8,20,2,99,1,51,9,2,99,2007,3
7,8,6,8,13,2,99,1,28,2,3,1,1985,4
14,1,4,8,6,2,99,9,999,9,7,99,9999,4
13,9,1,8,5,2,99,9,999,9,7,6,9999,1
13,9,1,8,11,2,99,9,999,9,3,1,2003,1
13,9,1,8,11,2,99,1,30,9,1,4,2001,1
16,7,5,8,18,1,99,1,59,1,4,3,9999,1
17,7,6,8,9,2,99,1,28,2,4,5,9999,2
23,10,6,8,16,2,99,1,53,1,3,5,9999,3
18,3,4,8,17,1,99,1,39,9,4,99,9999,2
20,8,5,8,16,2,99,1,35,1,4,99,9999,4
20,9,1,8,1,1,12,2,29,1,1,99,1993,2
20,9,1,8,13,2,99,1,48,1,5,99,9999,3
23,5,7,8,14,2,99,1,28,1,9,3,2007,4
24,11,3,8,5,2,99,1,50,1,1,2,1989,1
21,3,7,8,12,2,99,9,999,9,3,5,9999,3
26,8,4,8,19,2,99,1,24,1,1,99,9999,2
26,3,5,8,1,1,6,9,999,9,7,1,9999,2
29,12,3,8,15,2,99,1,41,9,6,99,9999,4
27,4,2,8,15,2,99,1,46,1,3,9,1989,3
1,6,2,9,11,2,99,1,28,1,5,99,1983,1
1,6,2,9,11,2,99,1,47,1,4,1,2008,1
1,5,6,9,6,2,99,9,999,9,7,99,9999,1
3,7,6,9,13,2,99,1,999,1,3,99,9999,1
3,7,6,9,13,2,99,1,999,1,3,99,9999,1
3,7,6,9,13,2,99,1,999,1,3,99,9999,1
1,5,6,9,18,2,99,9,999,9,2,99,9999,1
1,5,6,9,18,2,99,1,25,1,4,5,9999,1
6,10,3,9,19,2,99,2,30,9,1,99,9999,1
6,10,3,9,19,2,99,1,21,9,4,99,9999,1
10,2,3,9,11,1,1,1,26,9,4,99,2004,1
10,2,3,9,11,1,1,1,40,9,1,4,2006,1
10,2,3,9,11,1,1,2,25,9,1,99,9999,1
8,3,1,9,1,1,6,2,35,9,99,99,9999,1
8,3,1,9,1,1,6,1,54,9,4,99,9999,1
10,6,4,9,16,2,99,1,28,1,3,5,1993,1
10,6,4,9,16,2,99,1,21,1,14,1,2009,1
8,3,1,9,7,2,99,1,46,9,3,2,9999,1
8,3,1,9,7,2,99,1,22,9,4,1,9999,1
9,7,5,9,12,2,99,2,36,1,3,6,2000,1
9,7,5,9,12,2,99,1,20,1,4,5,2006,1
9,9,4,9,1,2,99,1,24,1,5,7,9999,1
13,2,6,9,17,2,99,9,999,9,99,99,9999,1
13,2,6,9,17,2,99,1,32,9,4,99,9999,1
6,5,4,9,4,1,1,9,999,9,1,99,1984,1
6,5,4,9,4,1,1,1,34,1,8,2,2001,1
8,8,7,9,2,2,99,1,45,9,6,1,1997,1
12,3,5,9,10,2,99,1,56,9,6,6,1976,1
12,3,5,9,10,2,99,1,28,9,3,3,2009,1
14,10,4,9,1,1,6,9,999,9,99,99,9999,1
14,10,4,9,1,1,6,1,30,9,4,1,9999,1
9,8,1,9,3,2,99,1,27,1,7,1,1987,1
9,8,1,9,3,2,99,9,999,9,7,8,1993,1
13,3,6,9,15,2,99,1,50,9,1,7,1985,1
13,3,6,9,15,2,99,1,25,9,9,2,2008,1
17,6,4,9,1,1,12,2,34,1,1,2,1998,1
17,6,4,9,1,1,12,1,45,1,10,2,9999,1
17,2,3,9,4,2,99,9,999,9,2,99,9999,1
17,2,3,9,4,2,99,1,37,9,4,99,9999,1
8,4,4,9,1,1,10,1,22,1,2,5,2009,1
8,4,4,9,17,2,99,9,999,9,5,2,9999,1
8,4,4,9,17,2,99,1,22,1,4,99,9999,1
18,1,1,9,14,2,99,1,26,9,4,3,2008,1
18,1,1,9,14,2,99,9,999,9,99,99,9999,1
14,9,2,9,10,2,99,1,22,1,4,5,2008,1
14,9,2,9,10,2,99,1,35,1,4,1,2009,1
19,1,2,9,1,1,12,2,22,9,1,99,9999,1
19,1,2,9,1,1,12,1,47,9,1,99,9999,1
19,1,2,9,1,1,12,1,35,9,4,99,9999,1
14,3,7,9,17,2,99,1,50,9,3,99,9999,1
14,3,7,9,17,2,99,1,29,9,4,5,9999,1
10,4,6,9,11,1,1,1,21,1,5,2,1986,1
10,4,6,9,11,1,1,1,36,1,2,9,1994,1
22,10,5,9,1,1,1,1,46,1,1,11,1997,1
22,10,5,9,1,1,1,1,31,1,3,5,2009,1
11,4,7,9,17,2,99,1,48,1,2,5,1987,1
24,1,7,9,17,2,99,1,40,9,5,2,2000,1
24,1,7,9,17,2,99,1,34,9,3,9,9999,1
14,4,3,9,1,1,99,1,35,1,1,2,1983,1
14,4,3,9,1,1,99,1,29,1,4,1,9999,1
21,8,6,9,1,1,9,1,60,1,6,1,1992,1
27,2,6,9,16,2,99,1,19,1,5,3,1995,1
27,2,6,9,16,2,99,1,24,1,5,2,2006,1
22,5,6,9,4,2,99,1,35,1,3,6,2000,1
22,5,6,9,4,2,99,1,21,1,14,1,2007,1
27,10,3,9,1,1,5,1,36,9,1,5,1997,1
27,10,3,9,1,1,5,1,31,9,1,99,9999,1
27,10,3,9,9,1,99,1,17,9,3,3,1995,1
27,10,3,9,9,1,99,1,40,9,4,7,9999,1
28,10,4,9,12,2,99,1,35,9,3,2,1981,1
28,10,4,9,12,2,99,1,35,9,5,2,1984,1
21,3,7,9,22,2,6,1,55,1,1,4,1982,1
21,3,7,9,22,2,6,1,27,1,9,1,1999,1
25,11,4,9,1,2,99,1,38,9,4,3,1998,1
25,11,4,9,1,2,99,1,26,9,1,4,2002,1
17,4,6,9,1,1,11,9,999,9,7,99,9999,1
23,12,4,9,1,2,99,1,27,9,3,2,2004,1
23,12,4,9,1,2,99,2,29,9,1,6,9999,1
31,10,7,9,1,1,1,1,31,1,1,9,1999,1
31,10,7,9,1,1,1,1,53,1,3,6,2000,1
25,8,3,9,11,2,99,1,26,1,5,99,9999,1
31,10,7,9,5,2,99,1,999,9,5,3,2006,1
31,10,7,9,5,2,99,1,16,9,4,3,2006,1
19,4,1,9,13,2,99,1,26,1,12,2,2007,1
19,4,1,9,13,2,99,1,40,1,5,2,9999,1
30,11,2,9,22,2,99,2,29,1,4,3,2007,1
30,11,2,9,22,2,99,9,999,1,1,99,9999,1
30,11,2,9,1,1,7,1,39,1,4,3,9999,1
30,11,2,9,1,1,7,1,35,1,10,99,9999,1
28,7,3,9,1,1,1,1,999,1,3,5,2009,1
28,7,3,9,1,1,1,1,33,1,2,4,9999,1
28,7,3,9,17,2,99,1,29,1,3,1,1987,1
28,7,3,9,17,2,99,1,18,1,4,4,2008,1
31,12,5,9,1,1,1,1,31,1,2,1,2004,1
31,12,5,9,1,1,1,1,24,2,2,2,2007,1
30,7,5,9,14,2,99,1,28,1,5,99,9999,1
30,7,5,9,14,2,99,1,22,1,5,1,9999,1
31,7,6,9,1,1,17,1,48,1,3,2,1995,1
31,7,6,9,1,1,17,1,33,1,1,4,1995,1
8,2,1,9,20,2,99,1,59,9,4,5,9999,4
5,11,5,9,1,1,18,1,28,9,14,1,2004,3
7,11,7,9,16,1,9,9,999,9,2,2,2007,3
11,6,5,9,14,2,99,1,999,1,3,1,9999,4
10,10,7,9,21,2,99,9,999,9,3,1,1989,3
7,4,3,9,9,2,99,9,999,9,3,2,9999,2
11,5,2,9,1,1,1,9,999,9,12,99,9999,2
15,8,7,9,8,2,99,1,40,9,3,1,1992,4
10,4,6,9,7,2,99,1,45,1,6,3,9999,4
16,12,4,9,14,2,99,1,58,2,3,6,1995,2
19,5,3,9,17,2,99,9,999,9,9,99,9999,4
13,4,2,9,16,2,99,9,999,9,3,9,9999,3
20,5,4,9,4,2,99,1,34,9,3,1,9999,2
22,11,1,9,20,2,99,1,65,1,3,11,1982,3
22,5,6,9,10,2,99,1,59,1,3,2,9999,3
24,11,3,9,12,2,99,9,999,1,3,10,9999,3
27,5,4,9,1,2,24,1,15,1,14,1,9999,3
24,8,2,9,14,2,99,1,18,1,3,2,9999,1
26,12,7,9,7,1,99,1,20,1,14,1,9999,3
26,8,4,9,6,2,99,1,42,1,6,2,1995,1
26,8,4,9,6,2,99,1,29,1,3,3,1995,1
29,9,3,9,16,2,99,1,27,1,5,3,2008,2
21,4,3,9,18,2,99,1,32,1,1,4,9999,4
30,9,4,9,1,1,8,2,50,9,7,1,9999,2
30,8,1,9,16,2,99,1,50,1,1,99,9999,4
1,8,7,10,1,1,1,1,22,1,12,1,1985,1
1,8,7,10,1,1,1,1,42,1,12,1,1998,1
1,11,1,10,5,2,99,1,27,2,1,4,1994,1
1,11,1,10,5,2,99,2,67,9,1,3,2006,1
1,3,1,10,11,2,99,1,52,9,6,2,1992,1
1,3,1,10,11,2,99,1,40,9,3,11,2006,1
1,5,6,10,1,1,10,2,58,1,2,2,1996,1
1,5,6,10,1,1,10,1,57,1,4,1,9999,1
1,8,7,10,17,1,99,9,999,9,1,99,9999,1
1,8,7,10,17,1,99,1,19,1,4,99,9999,1
2,9,4,10,12,2,99,1,27,1,99,99,9999,1
2,9,4,10,12,2,99,1,40,1,12,1,9999,1
3,12,5,10,1,1,10,9,999,9,1,11,9999,1
5,2,5,10,1,2,99,1,52,2,1,2,2007,1
5,2,5,10,1,2,99,1,34,9,4,5,2008,1
1,4,4,10,13,2,99,1,41,1,99,5,1990,1
1,4,4,10,13,2,99,9,999,9,3,2,9999,1
4,10,1,10,1,1,5,1,43,1,1,3,2003,1
4,10,1,10,1,1,5,1,29,1,3,5,9999,1
6,2,6,10,1,1,7,1,25,9,1,5,1987,1
6,2,6,10,1,1,7,1,36,9,1,99,9999,1
6,2,6,10,1,1,7,1,21,9,1,5,9999,1
2,11,2,10,10,2,99,1,36,1,1,7,1989,1
2,11,2,10,10,2,99,1,42,2,1,5,1993,1
6,2,6,10,2,2,99,1,41,1,6,99,9999,1
3,6,4,10,14,1,4,1,38,1,3,6,1981,1
3,6,4,10,14,1,4,2,15,1,4,1,9999,1
2,5,7,10,21,2,99,9,999,9,9,1,2008,1
2,5,7,10,21,2,99,1,999,1,9,1,2009,1
4,11,4,10,1,1,12,1,32,9,4,2,9999,1
4,11,4,10,1,1,12,9,999,9,1,99,9999,1
4,11,4,10,6,2,99,1,42,2,3,2,1980,1
4,11,4,10,6,2,99,2,25,1,4,7,9999,1
6,10,3,10,1,1,12,1,32,9,6,2,9999,1
6,10,3,10,1,1,12,1,27,9,5,2,9999,1
6,10,3,10,1,1,12,1,34,9,5,2,9999,1
6,10,3,10,1,1,12,1,27,9,7,6,9999,1
6,10,3,10,1,1,12,1,28,9,2,6,9999,1
6,10,3,10,1,1,12,1,37,9,3,6,9999,1
5,7,1,10,12,2,99,1,28,1,3,6,1997,1
5,7,1,10,12,2,99,1,34,1,4,3,9999,1
7,1,4,10,1,1,8,1,31,9,11,2,2009,1
7,1,4,10,1,1,8,1,35,9,3,8,9999,1
7,10,4,10,8,1,7,1,26,9,3,16,1995,1
7,10,4,10,8,1,7,1,41,9,3,9,2000,1
5,5,3,10,2,2,99,1,39,1,1,4,2000,1
5,5,3,10,2,2,99,1,26,1,6,3,2008,1
8,12,3,10,1,1,1,1,31,9,1,5,1997,1
8,12,3,10,1,1,1,1,35,9,3,3,2007,1
9,10,6,10,1,1,99,1,21,1,4,1,2007,1
9,10,6,10,1,1,99,1,31,1,11,2,9999,1
4,4,7,10,1,1,11,1,51,1,2,2,2002,1
4,4,7,10,1,1,11,1,31,1,10,2,9999,1
4,4,7,10,1,1,11,9,999,9,7,1,9999,1
9,3,2,10,6,1,99,2,28,9,4,99,9999,1
